X,Y,GT,K,TH,U,CT,U_K,TH_K,U_TH,MDT,B02,B03,B04,B06,B07,TARGET
635851.1800000003,7978552.08,0.06353500000000001,0.27,3.24,1.93,2.71,6.28,11.88,0.58,1396.58,8954.0,8352.0,8514.0,14816.0,12641.0,4
639101.18,7982114.58,0.019108,1.23,7.53,2.07,5.33,1.23,4.71,0.3,1406.86,9309.0,8752.0,9132.0,17494.0,14235.0,5
636476.1800000003,7978927.079999999,0.024293000000000002,0.42,2.13,1.47,2.09,4.48,6.9,0.63,1424.07,8393.0,7742.0,7547.0,12976.0,9364.0,3
636351.1800000003,7970739.559999999,0.048366,0.71,29.44,9.009149999999991,15.56,6.88,21.25,0.31,1268.8,10213.0,10759.0,12016.0,22192.0,15650.0,1
635851.1800000003,7973552.0699999975,0.023621,0.86,3.38,1.87,3.57,2.58,5.08,0.49,1340.2600000000002,9166.0,8701.0,8765.0,15604.0,12317.0,5
638476.1800000003,7973739.5699999975,0.03129,0.43,4.51,1.95,3.15,6.17,10.09,0.63,1418.45,8997.0,8502.0,8557.0,15804.0,12472.0,4
636288.6800000003,7979177.080000001,0.013862000000000001,0.23,1.21,1.96,2.55,4.67,8.15,0.63,1442.29,9081.0,8511.0,8555.0,16020.0,13070.0,4
639976.19,7982114.58,0.01396,0.31,3.49,1.77,2.39,5.44,11.93,0.46,1337.9000000000005,8594.0,8130.0,7872.0,13643.0,10128.0,5
635788.6800000003,7970427.059999999,0.040508999999999996,1.83,18.08,6.08,11.65,4.57,12.5,0.37,1256.88,9084.0,8703.0,9072.0,17908.0,13051.0,2
637351.1800000003,7980239.58,0.024446000000000002,0.10203459449991208,23.56,3.71,7.68,10.77,65.32,0.17,1446.8,8718.0,8248.0,8723.0,16719.0,12393.0,3
637851.1800000003,7978489.58,0.063236,0.57,7.12,2.93,5.64,5.41,13.43,0.44,1363.24,8874.0,8285.0,8423.0,15995.0,12236.0,3
638288.6800000003,7981677.080000001,0.009822,0.36,2.04,1.28,1.97,4.84,7.42,0.68,1430.32,9514.0,9674.0,9906.0,18438.0,14461.0,4
637538.68,7977239.57,0.061717999999999995,1.33,26.7,5.97,14.43,3.25,20.82,0.14,1359.82,9454.0,10290.0,11401.0,18535.0,13856.0,2
638038.68,7977927.070000001,0.029613,0.13,1.15,2.78,3.17,8.32,12.42,0.66,1382.69,9836.0,9299.0,9511.0,17621.0,14564.0,3
639038.68,7978114.570000001,0.015533000000000003,0.2,11.82,2.91,5.15,11.76,57.62,0.18,1417.46,8959.0,8669.0,8928.0,16295.0,12666.0,6
636851.1800000003,7979114.58,0.017091,0.78,4.03,1.09,2.35,3.91,5.47,0.61,1420.69,8937.0,8148.0,8039.0,13399.0,10840.0,3
639101.18,7978614.579999999,0.012006999999999999,0.15,0.9040604308985836,0.91,1.38,12.32,18.94,0.63,1410.68,9364.0,9436.0,9428.0,16013.0,13473.0,6
635663.6800000003,7973614.57,0.015684,0.93,4.23,2.17,3.61,2.55,5.66,0.43,1341.79,9313.0,8727.0,8927.0,16094.0,12277.0,5
638226.1800000003,7974552.0699999975,0.046403,1.73,11.7,6.38,10.75,1.97,6.62,0.33,1369.74,8131.0,7694.0,6781.0,10303.0,7236.0,4
638351.1800000003,7981489.58,0.015677,0.32,1.59,1.62,2.17,4.35,7.25,0.62,1436.5100000000002,9242.0,8502.0,8542.0,14835.0,12308.0,4
636476.1800000003,7970614.559999998,0.090037,0.89,23.74,8.1,13.57,5.72,16.38,0.36,1258.89,9591.0,9837.0,10528.0,18848.0,13342.0,1
637226.1800000003,7977489.5699999975,0.062692,1.69,28.83,3.36,11.94,3.21,17.53,0.22,1342.2600000000002,9189.0,8790.0,8986.0,17271.0,12962.0,2
637726.1800000003,7977052.07,0.061272,1.63,27.91,5.82,14.18,3.04,16.6,0.18,1366.9000000000005,8095.0,7717.0,6823.0,10263.0,7260.0,2
638726.1800000003,7978739.58,0.011623,0.45,2.86,0.95,1.72,5.44,9.61,0.57,1426.82,9680.0,9536.0,9855.0,17850.0,15022.0,6
638413.6800000003,7976864.570000001,0.040007,0.48,3.23,1.62,2.92,4.58,9.03,0.49,1422.38,11735.0,11773.0,13260.0,21117.0,17992.0,3
638413.6800000003,7978177.07,0.022848,0.21,3.04,2.04,2.3,7.03,9.65,0.64,1389.55,8268.0,7760.0,7071.0,11045.0,8043.0,4
638101.18,7973614.57,0.044788999999999995,0.87,9.08,2.88,6.39,3.51,9.35,0.37,1406.05,9264.0,8923.0,9498.0,15071.0,11446.0,4
635851.1800000003,7976802.07,0.090658,0.6,6.81,3.09,4.76,4.64,9.23,0.47,1341.1500000000005,9096.0,8805.0,9277.0,17111.0,13111.0,4
638601.1800000003,7979614.579999999,0.111098,0.10203459449991208,16.44,3.24,6.18,18.17,80.83,0.23,1421.21,8353.0,7830.0,7906.0,13099.0,9618.0,5
639163.6800000003,7974177.07,0.07394400000000001,0.43,0.96,2.95,2.89,7.25,5.45,1.56,1373.63,9273.0,8767.0,8823.0,18871.0,14987.0,4
638851.1800000003,7981927.08,0.009829000000000001,2.06,8.7,1.74,5.58,1.56,4.84,0.34,1427.09,9443.0,9320.0,9670.0,18865.0,13896.0,6
637476.1800000003,7977864.570000001,0.020146,1.2,22.14,5.43,11.54,3.5,18.0,0.2,1362.58,9252.0,9228.0,9766.0,16790.0,12599.0,2
638663.6800000003,7975989.57,0.09055,0.65,11.45,2.36,6.14,5.27,17.11,0.29,1392.1500000000005,8871.0,8381.0,8524.0,14364.0,11188.0,4
636663.6800000003,7979177.080000001,0.017728,0.66,3.91,1.28,2.5,3.42,5.34,0.55,1423.54,9612.0,9196.0,9690.0,18743.0,14474.0,3
636351.1800000003,7971802.0699999975,0.048996,3.03,21.34,5.98,14.54,2.18,6.35,0.35,1393.29,8471.0,7646.0,7437.0,9442.0,7634.0,1
637038.68,7975239.57,0.03325,0.10203459449991208,4.31,4.63,4.59,15.33,21.39,0.75,1342.62,8473.0,8111.0,8338.0,12992.0,10484.0,4
639976.19,7980114.58,0.020984,0.19,3.54,1.37,2.2,8.38,14.91,0.62,1385.03,8965.0,8380.0,8484.0,16281.0,12913.0,6
636913.6800000003,7979489.58,0.012454999999999999,0.48,3.56,1.53,2.36,4.13,12.06,0.38,1453.2,9519.0,9154.0,9451.0,17649.0,14236.0,3
636101.18,7973677.07,0.050001,0.62,2.81,1.29,2.96,2.57,4.36,0.59,1360.23,9217.0,8566.0,8590.0,14321.0,11424.0,4
637788.6800000003,7978302.08,0.044650999999999996,0.99,9.6,3.6,6.62,5.21,13.6,0.41,1359.45,8536.0,8045.0,7791.0,13734.0,10140.0,3
640038.69,7982177.080000001,0.013890999999999999,0.35,2.91,1.45,2.15,4.94,10.49,0.48,1336.49,8442.0,7885.0,7490.0,12109.0,8922.0,5
639288.6800000003,7973239.57,0.125613,0.2,3.81,1.71,2.82,6.48,12.19,0.53,1466.29,9374.0,8877.0,8875.0,15821.0,13195.0,5
639913.69,7981364.58,0.05969500000000001,0.18,6.1,1.63,2.77,7.12,19.59,0.4,1364.24,8887.0,8465.0,8897.0,14586.0,13434.0,6
636038.68,7976927.070000001,0.144426,0.48,3.19,3.28,4.05,7.02,9.98,0.64,1340.29,8669.0,8263.0,8492.0,15605.0,11302.0,4
636851.1800000003,7979927.08,0.038139,0.35,14.84,2.85,6.18,5.93,30.21,0.22,1467.16,8688.0,8703.0,10259.0,17749.0,14593.0,3
638413.6800000003,7976302.0699999975,0.011463,0.33,3.83,2.13,3.47,5.91,14.99,0.4,1417.61,9618.0,9259.0,9754.0,18098.0,15467.0,3
638288.6800000003,7976177.07,0.016245,0.74,10.56,3.89,6.24,4.74,14.41,0.33,1406.28,8982.0,8450.0,8539.0,15060.0,12134.0,3
636851.1800000003,7971614.559999998,0.015073,3.37,14.91,7.56,13.67,2.33,5.18,0.44,1342.24,8354.0,7895.0,7345.0,12194.0,8672.0,2
636726.1800000003,7973114.570000001,0.008057,0.10203459449991208,8.2,3.78,5.29,8.81,17.08,0.52,1365.81,9143.0,8972.0,9469.0,17517.0,13060.0,4
636663.6800000003,7976177.07,0.064051,1.54,7.99,4.68,7.1,4.3,5.51,0.74,1350.45,9010.0,8536.0,8866.0,15013.0,11359.0,4
637163.6800000003,7976864.570000001,0.041632,1.32,34.07789999999976,4.6,14.71,3.26,19.72,0.18,1368.04,9303.0,8756.0,8879.0,14989.0,11776.0,2
634288.6800000003,7971802.0699999975,0.047256,0.68,5.2,2.85,3.85,3.78,8.11,0.46,1253.02,8772.0,8304.0,8322.0,14426.0,10691.0,6
637538.68,7979989.580000001,0.034963,0.16,10.81,2.73,6.05,7.54,34.6,0.24,1445.34,9262.0,9108.0,9543.0,17722.0,14020.0,3
635413.6800000003,7971489.559999999,0.020531,2.34,17.829999999999995,5.55,12.46,2.23,6.97,0.34,1327.81,8486.0,8075.0,8543.0,12606.0,9113.0,2
635476.1800000003,7971614.559999998,0.022119999999999997,2.34,18.65,5.41,12.44,2.31,7.31,0.34,1341.4000000000005,8518.0,8290.0,7778.0,13859.0,9418.0,2
637913.6800000003,7979177.080000001,0.011029,1.64,16.37,2.81,8.11,3.74,12.32,0.28,1378.71,9149.0,8859.0,9048.0,15637.0,11912.0,2
635726.1800000003,7978177.080000001,0.034122,0.96,2.95,1.81,3.63,3.12,6.56,0.49,1403.22,8533.0,8110.0,8954.0,15858.0,13059.0,4
637538.68,7972239.57,0.043322,2.54,14.84,4.73,11.09,2.15,5.88,0.4,1384.92,9333.0,9130.0,9500.0,15815.0,12131.0,4
639851.1800000003,7980864.579999999,0.038757,0.27,2.41,1.19,1.99,5.57,12.34,0.49,1383.35,9608.0,9132.0,9253.0,16733.0,13579.0,6
634726.1800000003,7969552.059999998,0.12043,1.1,6.62,3.37,6.09,3.38,6.65,0.49,1275.04,8352.0,7868.0,7210.0,11085.0,8075.0,4
637226.1800000003,7976614.570000001,0.016638999999999998,1.5,33.71,4.85,14.79,3.11,20.41,0.14,1367.55,8987.0,8360.0,8235.0,13617.0,10761.0,2
636288.6800000003,7979239.58,0.023163999999999997,0.22,1.79,1.93,2.72,4.56,8.85,0.59,1442.8,9343.0,8890.0,9107.0,17477.0,14318.0,3
635663.6800000003,7970427.059999999,0.036245,2.11,20.69,5.03,11.87,3.8,11.17,0.34,1264.13,9474.0,8982.0,9176.0,16082.0,12615.0,2
638788.6800000003,7981864.58,0.018062,1.48,6.26,1.71,4.65,2.03,5.28,0.38,1431.66,9178.0,8825.0,9323.0,17872.0,14079.0,6
637226.1800000003,7972302.0699999975,0.09818400000000001,2.43,11.03,5.45,11.07,2.07,3.66,0.56,1403.0100000000002,8780.0,8352.0,8658.0,15396.0,11274.0,4
638913.6800000003,7978364.58,0.018373,0.28,4.19,1.2,2.63,6.96,25.13,0.28,1418.95,12504.0,12420.0,12903.0,20829.0,18931.0,6
638351.1800000003,7971614.559999998,0.075877,0.76,3.24,3.11,4.46,4.31,5.92,0.72,1339.37,8922.0,8374.0,8238.0,14688.0,11596.0,4
637726.1800000003,7981239.58,0.009362,0.27,3.7,1.56,2.69,4.73,10.31,0.44,1414.68,9513.0,9384.0,9426.0,17076.0,14033.0,5
635788.6800000003,7974177.07,0.066441,0.6,4.51,1.9,3.45,2.98,6.22,0.48,1370.14,8870.0,8375.0,8755.0,16799.0,12232.0,5
638726.1800000003,7979302.08,0.037183999999999995,0.16,11.97,2.62,5.38,14.49,64.79,0.22,1414.43,8987.0,9030.0,9580.0,17174.0,13208.0,5
638038.68,7974989.57,0.174754,2.62,11.72,5.54,10.6,2.68,5.37,0.49,1383.86,8756.0,8207.0,8422.0,14920.0,11163.0,4
638038.68,7980427.079999999,0.024319999999999998,0.85,8.47,2.59,3.84,6.62,17.12,0.37,1444.57,8983.0,8441.0,8644.0,13880.0,12740.0,5
635663.6800000003,7969739.56,0.11871199999999996,1.22,12.68,6.12,9.66,4.4,10.41,0.44,1250.5,8465.0,8019.0,7658.0,12072.0,8970.0,2
638788.6800000003,7974552.0699999975,0.19385,0.32,5.77,3.38,4.67,7.61,13.8,0.57,1392.33,9182.0,9246.0,9805.0,17509.0,12594.0,4
635726.1800000003,7973802.0699999975,0.017737,1.0,5.35,1.56,3.66,2.48,5.68,0.41,1365.25,8881.0,8275.0,8216.0,13677.0,10969.0,5
638913.6800000003,7977802.0699999975,0.016172,0.24,15.1,1.91,5.87,9.07,48.56,0.18,1420.52,8861.0,8749.0,9250.0,15627.0,11898.0,5
639976.19,7981302.08,0.07951799999999999,0.21,7.16,1.87,3.2,7.09,23.48,0.36,1367.31,9280.0,9171.0,9739.0,16026.0,12694.0,6
637976.1800000003,7980114.58,0.069546,0.45,7.84,2.72,4.58,6.22,18.2,0.3,1438.58,8572.0,8195.0,8748.0,15769.0,12445.0,5
636288.6800000003,7973927.070000001,0.013644,0.73,3.93,1.74,3.19,2.48,5.11,0.51,1397.62,9846.0,9232.0,9381.0,15863.0,12883.0,4
634163.6800000003,7971989.57,0.042854,0.26,2.09,2.09,2.37,6.44,12.68,0.45,1254.0100000000002,8717.0,8194.0,8156.0,14076.0,10514.0,6
636163.6800000003,7979052.08,0.033165,0.3,1.31,1.88,2.36,5.76,8.960000000000003,0.69,1440.31,9379.0,8938.0,9108.0,15973.0,13205.0,4
638976.1800000003,7972052.07,0.087438,0.32,5.97,2.6,3.67,9.2,18.51,0.52,1357.1500000000005,9348.0,9270.0,9889.0,18665.0,14395.0,4
636288.6800000003,7972177.07,0.027188999999999998,3.2,14.64,6.48,12.45,2.28,6.0,0.38,1386.8,8706.0,8047.0,8006.0,12534.0,9425.0,2
638038.68,7980052.08,0.10008,0.47,8.85,2.65,4.69,6.65,18.27,0.31,1436.59,8661.0,8433.0,9069.0,16221.0,12798.0,5
639413.6800000003,7982552.08,0.044744,1.97,9.73,2.16,6.75,2.0,6.88,0.29,1379.14,8936.0,8783.0,9146.0,17029.0,12470.0,5
639101.18,7982864.579999999,0.026389,1.13,7.07,2.55,6.07,1.64,6.14,0.27,1399.27,9029.0,8755.0,8945.0,17231.0,12984.0,5
637601.1800000003,7978552.08,0.013046,0.95,21.06,3.88,8.68,3.91,15.31,0.26,1377.8,9748.0,9628.0,10180.0,17952.0,14147.0,2
636413.6800000003,7973802.0699999975,0.036205,1.12,4.17,1.54,3.36,2.55,5.08,0.55,1393.88,9006.0,8512.0,8585.0,15698.0,12215.0,4
636663.6800000003,7973239.57,0.007988,0.16,6.93,3.29,4.31,9.5,17.33,0.57,1363.0100000000002,9049.0,8908.0,9226.0,16824.0,12242.0,4
638976.1800000003,7978614.579999999,0.013987000000000001,0.22,1.46,0.82,1.52,8.57,16.56,0.51,1413.04,10372.0,10475.0,10791.0,18850.0,16229.0,6
634413.6800000003,7972177.07,0.038846,0.17,2.1,2.19,2.24,7.07,8.890000000000002,0.81,1264.5,9171.0,8624.0,8899.0,17425.0,13972.0,6
639226.1800000003,7978427.079999999,0.017537,0.10203459449991208,0.94,1.3,1.52,16.94,34.99,0.49,1414.6,10935.0,10603.0,10991.0,17728.0,15407.0,6
636476.1800000003,7970739.559999999,0.050649,0.7,26.37,9.009149999999991,14.43,6.25,18.75,0.33,1266.38,9646.0,9822.0,10777.0,19907.0,14268.0,1
638913.6800000003,7978739.58,0.014519999999999996,0.25,3.2,0.84,1.72,8.29,14.74,0.57,1414.23,10698.0,10256.0,10752.0,20962.0,18167.0,6
638788.6800000003,7978239.57,0.025672000000000004,0.27,8.98,2.02,4.05,5.18,22.31,0.27,1415.68,9495.0,9292.0,9818.0,14751.0,12011.0,6
637226.1800000003,7977302.0699999975,0.074338,1.37,26.12,4.8,12.36,3.17,19.0,0.19,1342.27,8490.0,8095.0,7877.0,13483.0,9735.0,2
637726.1800000003,7979427.079999999,0.009984999999999999,1.1,10.94,3.13,6.84,2.88,8.43,0.31,1392.44,9701.0,9293.0,9705.0,18542.0,14668.0,2
636351.1800000003,7971864.570000001,0.036008,2.91,20.09,5.8,13.98,2.15,6.14,0.36,1397.57,9412.0,9098.0,9406.0,14229.0,10672.0,1
636913.6800000003,7980114.58,0.003597,0.17,14.93,3.25,6.34,7.59,39.33,0.21,1458.02,8802.0,8421.0,8797.0,15984.0,11449.0,3
638288.6800000003,7975927.070000001,0.063858,0.93,19.36,3.23,8.74,4.57,14.59,0.32,1370.41,8546.0,8211.0,8071.0,13244.0,9849.0,3
638413.6800000003,7978614.579999999,0.008872,0.15,2.62,1.33,1.59,7.11,9.14,0.74,1412.6500000000005,9432.0,9666.0,10624.0,18329.0,14538.0,6
637538.68,7978864.579999999,0.006225,0.86,11.16,3.8,6.79,4.06,13.12,0.33,1386.92,10316.0,10486.0,11151.0,19930.0,15530.0,2
636163.6800000003,7976177.07,0.016745,0.52,2.87,3.03,3.21,6.73,7.18,0.95,1342.06,9203.0,8813.0,8890.0,17466.0,13424.0,4
636601.1800000003,7973614.57,0.012737,0.34,4.52,1.66,2.88,7.12,11.74,0.62,1373.79,9166.0,8737.0,9145.0,16698.0,12270.0,4
638663.6800000003,7971614.559999998,0.072687,0.73,3.26,3.0,3.83,5.01,7.3,0.73,1360.08,9804.0,9531.0,10024.0,17631.0,13867.0,4
639351.1800000003,7980239.58,0.010081999999999999,0.10203459449991208,3.09,1.94,2.69,12.24,25.38,0.47,1391.2,9074.0,8758.0,8938.0,16324.0,12045.0,5
639976.19,7981427.079999999,0.038595,0.17,5.88,1.39,2.88,7.78,23.35,0.38,1366.35,8859.0,8127.0,8053.0,13776.0,11006.0,6
639226.1800000003,7982364.58,0.017875,2.44,8.21,2.4,7.11,1.26,4.68,0.3,1393.83,9135.0,8681.0,9010.0,17210.0,13087.0,5
636851.1800000003,7979177.080000001,0.018541,0.8,4.42,1.15,2.41,3.75,5.56,0.57,1425.81,9011.0,8438.0,8359.0,14309.0,11386.0,3
639913.6800000003,7980489.58,0.017931,0.35,2.47,1.86,2.31,6.72,13.32,0.5,1387.95,9632.0,9088.0,9348.0,18428.0,15807.0,6
637851.1800000003,7971427.059999999,0.031341,1.3,12.04,4.78,8.19,3.51,8.81,0.41,1330.77,8942.0,8404.0,8658.0,15948.0,11574.0,2
637288.6800000003,7978864.579999999,0.012952000000000002,0.46,3.78,2.46,4.38,5.33,10.89,0.56,1401.95,9433.0,9123.0,9335.0,16816.0,13536.0,3
638976.1800000003,7978677.08,0.014091,0.23,1.98,0.72,1.57,9.08,15.94,0.57,1411.48,12168.0,12588.0,13147.0,22020.0,19544.0,6
638663.6800000003,7981552.08,0.076001,0.38,3.98,2.21,3.56,3.11,6.51,0.49,1435.25,8673.0,8164.0,8288.0,15656.0,11371.0,6
634163.6800000003,7972052.07,0.042918,0.23,1.8,1.87,2.26,7.39,13.66,0.5,1258.68,8997.0,8396.0,8396.0,14906.0,11748.0,6
638226.1800000003,7978739.58,0.018672,0.18,2.34,1.74,2.59,7.34,10.42,0.69,1398.89,9117.0,8516.0,8400.0,14818.0,11519.0,5
638601.1800000003,7982427.079999999,0.006881,0.82,5.63,1.37,3.93,2.04,6.63,0.3,1434.46,9163.0,8839.0,9027.0,17019.0,13453.0,6
639163.6800000003,7978802.079999999,0.018633,0.10203459449991208,1.1,1.16,1.42,14.55,16.96,0.85,1406.0,9037.0,8650.0,8456.0,14191.0,11596.0,6
639913.69,7981677.080000001,0.018902000000000002,0.12,2.37,1.56,1.89,8.859999999999998,19.18,0.47,1361.1,9669.0,9826.0,10800.0,18872.0,14919.0,5
636538.68,7970614.559999998,0.09261799999999999,1.02,21.58,7.5,12.89,5.19,14.46,0.38,1259.77,8524.0,8222.0,7783.0,13347.0,9508.0,1
638726.1800000003,7981364.58,0.044078,0.64,4.2,2.87,4.23,2.87,7.93,0.38,1425.09,8904.0,8317.0,8311.0,15765.0,11898.0,6
637601.1800000003,7977302.0699999975,0.05909,1.55,27.94,4.91,13.92,3.27,19.76,0.15,1355.2,9066.0,8934.0,9190.0,16347.0,11932.0,2
635726.1800000003,7971239.559999999,0.023571,1.55,23.95,7.91,14.18,3.62,11.85,0.3,1268.03,8575.0,8235.0,7850.0,12766.0,9096.0,2
639163.6800000003,7979864.58,0.010325,0.12,3.56,1.67,2.64,14.03,31.3,0.45,1396.6,9226.0,8982.0,9804.0,17869.0,15425.0,5
637788.6800000003,7975552.0699999975,0.078848,0.13,4.28,3.25,4.78,6.2,10.34,0.6,1371.93,9025.0,8650.0,8869.0,16554.0,13060.0,2
637726.1800000003,7975927.070000001,0.063836,1.36,14.84,5.37,9.19,3.45,11.1,0.31,1355.31,9524.0,9463.0,10127.0,17600.0,13652.0,2
639038.68,7981177.080000001,0.047032,0.9,10.78,3.14,5.94,3.23,11.07,0.29,1392.89,9569.0,9870.0,10624.0,18077.0,14414.0,5
635413.6800000003,7971302.059999999,0.020107,2.3,18.010000000000005,6.54,12.79,2.37,7.69,0.32,1300.41,8676.0,8336.0,8210.0,14347.0,10122.0,2
639913.6800000003,7980614.579999999,0.024822999999999998,0.33,2.56,0.95,1.95,6.4,13.07,0.5,1387.54,9080.0,8602.0,8728.0,15222.0,12050.0,6
637788.6800000003,7978239.57,0.038899,1.08,9.16,3.56,6.64,5.4,13.66,0.42,1359.92,8835.0,8497.0,8589.0,16009.0,12122.0,2
639038.68,7977927.070000001,0.004666,0.17,21.16,2.64,6.98,13.12,68.91,0.16,1418.74,8758.0,8540.0,9274.0,15899.0,12048.0,6
638726.1800000003,7980489.58,0.033027999999999995,0.84,7.02,2.8,4.91,5.28,12.74,0.39,1395.42,8814.0,8424.0,8276.0,14141.0,11108.0,5
636538.68,7977864.570000001,0.161322,0.14,7.35,2.76,3.46,16.25,28.65,0.6,1410.6,8930.0,8289.0,8384.0,15092.0,11982.0,4
636101.18,7980114.58,0.010993000000000001,0.19,19.56,3.25,6.66,8.54,45.7,0.22,1463.05,8934.0,8622.0,9089.0,16684.0,12290.0,3
638413.6800000003,7976739.57,0.023543,0.51,3.41,1.54,2.99,4.77,8.94,0.51,1425.47,10947.0,11350.0,12486.0,21650.0,18370.0,4
639226.1800000003,7979177.080000001,0.065838,0.10203459449991208,1.19,2.02,2.21,16.31,23.27,0.83,1399.29,8451.0,7927.0,7835.0,13225.0,9870.0,5
634788.6800000003,7970177.06,0.187249,2.01,22.85,6.94,14.14,2.04,8.04,0.24,1250.02,9083.0,8813.0,8939.0,15423.0,10970.0,4
638038.68,7974489.5699999975,0.042480000000000004,1.55,17.56,6.31,11.83,1.82,7.17,0.3,1371.62,8347.0,7873.0,7440.0,12738.0,8625.0,2
639726.1800000003,7983114.58,0.044242000000000004,1.14,9.38,3.33,6.01,3.54,11.27,0.31,1364.14,9046.0,8634.0,9019.0,17049.0,12389.0,5
637413.6800000003,7974552.0699999975,0.042818,0.31,2.99,4.06,5.19,7.72,8.01,0.93,1365.2600000000002,9060.0,8773.0,9196.0,17760.0,12860.0,4
637851.1800000003,7975677.07,0.079823,0.75,6.31,4.0,6.08,4.38,8.880000000000003,0.51,1367.11,9013.0,8685.0,9146.0,15898.0,12118.0,2
637538.68,7980989.580000001,0.014546000000000003,0.17,3.72,1.65,2.87,4.95,12.45,0.39,1411.5100000000002,9065.0,8501.0,8775.0,17047.0,12956.0,5
637538.68,7982989.580000001,0.013928999999999999,0.69,5.9,2.13,3.85,2.75,6.73,0.4,1384.37,9962.0,10637.0,12193.0,23351.0,18915.0,5
638288.6800000003,7978802.079999999,0.016353,0.19,2.06,1.58,2.37,7.59,10.78,0.69,1407.53,9382.0,9522.0,9962.0,17500.0,13852.0,5
640038.69,7980364.58,0.016887,0.19,2.95,1.92,2.31,8.18,13.37,0.64,1384.61,9970.0,9428.0,9738.0,17491.0,14164.0,6
638913.6800000003,7978489.58,0.013151,0.22,2.39,0.8,1.85,6.78,18.37,0.38,1417.81,10610.0,10614.0,11085.0,20180.0,17698.0,6
636288.6800000003,7970677.059999999,0.06635,0.79,28.77,9.009149999999991,15.1,6.89,20.89,0.31,1263.92,9867.0,10383.0,11184.0,20143.0,14284.0,1
636851.1800000003,7976677.070000001,0.081434,1.15,8.25,3.66,6.96,5.08,10.51,0.54,1338.18,8833.0,8551.0,8789.0,14438.0,11000.0,2
634601.1800000003,7972177.07,0.039205000000000004,0.3,4.03,2.16,2.91,5.34,7.58,0.76,1272.13,9126.0,8865.0,9247.0,16784.0,12318.0,6
639288.6800000003,7973302.0699999975,0.069825,0.23,3.47,1.86,2.84,6.5,11.87,0.55,1462.25,8868.0,8386.0,8246.0,14288.0,11344.0,5
636413.6800000003,7972864.570000001,0.059036,2.33,10.2,4.8,9.25,2.88,5.58,0.5,1350.33,8480.0,7978.0,7657.0,12386.0,9371.0,4
638538.68,7978614.579999999,0.007123999999999998,0.29,2.36,0.96,1.42,5.96,8.02,0.7,1421.58,9682.0,9668.0,10382.0,18801.0,15524.0,6
639163.6800000003,7978239.57,0.012542,0.10203459449991208,3.18,2.15,2.96,16.02,55.75,0.26,1416.13,9999.0,9766.0,10166.0,18095.0,15472.0,6
636913.6800000003,7977239.57,0.13004300000000002,0.71,8.7,4.69,7.11,6.58,12.84,0.57,1326.07,9421.0,9412.0,10210.0,18315.0,14344.0,4
638976.1800000003,7981864.58,0.012143000000000001,1.83,8.94,2.18,5.85,1.44,5.49,0.31,1419.38,9695.0,10039.0,11306.0,21265.0,16999.0,5
634851.1800000003,7970677.059999999,0.07596499999999999,4.71914999999999,25.74,5.07,18.11,1.22,5.71,0.22,1352.2,8622.0,7803.0,7569.0,11449.0,9115.0,5
637101.18,7974802.07,0.036518,0.33,2.99,3.54,3.08,10.16,11.66,0.87,1342.82,8589.0,8077.0,7850.0,13681.0,10418.0,4
635413.6800000003,7970989.56,0.028626,2.6,17.53,5.75,12.57,2.38,7.89,0.3,1277.29,8395.0,8020.0,7431.0,11909.0,8423.0,2
638226.1800000003,7974864.570000001,0.082082,2.64,11.09,5.05,10.76,1.72,5.11,0.39,1387.43,8750.0,8358.0,8592.0,13689.0,10491.0,4
638538.68,7982677.08,0.00542,1.23,6.98,1.77,5.07,2.21,6.65,0.33,1425.49,8998.0,8745.0,9202.0,16823.0,12762.0,6
637226.1800000003,7978864.579999999,0.015209,0.42,2.85,2.21,3.73,5.49,10.26,0.59,1404.63,9683.0,9352.0,9839.0,19151.0,15117.0,3
639413.6800000003,7982114.58,0.018223,1.33,7.95,2.28,5.34,3.45,9.02,0.36,1379.6,9237.0,8892.0,8979.0,17760.0,13831.0,5
636601.1800000003,7970802.059999998,0.038417,0.82,20.92,8.51,12.86,5.27,14.87,0.38,1267.71,8936.0,8894.0,9094.0,15736.0,11611.0,1
637226.1800000003,7977739.5699999975,0.027761,1.06,23.6,5.09,11.4,3.64,16.55,0.26,1355.1,8747.0,8236.0,8224.0,14278.0,10665.0,2
639101.18,7975489.5699999975,0.051308000000000006,0.32,3.57,2.49,4.21,6.16,11.98,0.56,1408.96,9481.0,9062.0,9267.0,17067.0,13718.0,2
638101.18,7978302.08,0.040205,0.29,2.84,2.13,3.07,8.66,10.63,0.8,1371.77,8659.0,8113.0,8088.0,15126.0,11469.0,3
634163.6800000003,7972114.570000001,0.044660000000000005,0.16,1.79,1.92,2.13,8.56,14.95,0.55,1262.92,9155.0,8644.0,8760.0,15826.0,12763.0,6
638351.1800000003,7972614.570000001,0.014588999999999996,0.24,4.24,4.76,4.71,8.800000000000002,13.13,0.66,1380.21,8265.0,7727.0,7042.0,10309.0,7776.0,4
637788.6800000003,7978864.579999999,0.010425,0.88,16.23,3.87,7.53,3.85,13.79,0.28,1374.2600000000002,9323.0,8964.0,9283.0,16676.0,12702.0,2
636851.1800000003,7978364.58,0.037229000000000005,0.26,6.78,3.08,4.49,11.22,22.66,0.51,1377.38,8813.0,8617.0,8785.0,15990.0,12550.0,3
