X_SIR,Y_SIR,GT,K,TH,U,CT,U_K,TH_K,U_TH,MDT,B01,B02,B03,B04,B05,B06,B07,B08,B09,R,G,B,TARGET,UNID,COD
637351.18,7971614.56,0.030531,2.63,22.39,6.72,14.41,2.2,6.59,0.34,1296.77,9073,8191,7686,6922,14117,10320,7521,7466,5064,27,196,52,4,Fm_SJC,PP4esjc
637413.68,7971614.56,0.030636,2.99,22.6,6.33,14.45,2.14,6.78,0.32,1302.08,9080,8263,7865,7249,14503,11120,8275,7221,5063,36,165,65,4,Fm_SJC,PP4esjc
637476.18,7971614.56,0.029455,3.13,21.6,6.14,14.24,2.14,7.11,0.3,1307.65,9452,8796,8550,8738,15426,15256,11064,8819,5069,53,111,73,4,Fm_SJC,PP4esjc
637538.68,7971614.56,0.028014,2.97,20.36,6.18,13.84,2.2,7.55,0.28,1312.92,9240,8448,7973,7574,14310,11963,8696,7603,5062,81,108,65,4,Fm_SJC,PP4esjc
637601.18,7971614.56,0.027751,2.72,19.34,6.36,13.38,2.3,8.03,0.27,1317.6,9298,8536,8006,7820,12207,13397,9795,7989,5063,48,108,45,4,Fm_SJC,PP4esjc
637663.68,7971614.56,0.02723,2.49,18.82,6.66,12.95,2.44,8.5,0.27,1321.27,9352,8604,8174,8283,12270,15115,10957,8042,5067,71,103,94,4,Fm_SJC,PP4esjc
637726.18,7971614.56,0.028908,2.28,18.68,6.97,12.52,2.6,8.92,0.27,1324.02,9515,8825,8366,8584,12422,16022,11503,8258,5062,129,182,122,4,Fm_SJC,PP4esjc
637788.68,7971614.56,0.033303,2.07,17.92,6.91,11.97,2.78,9.23,0.28,1326.73,9246,8501,8087,7796,13847,13434,9460,8222,5056,56,118,68,4,Fm_SJC,PP4esjc
637851.18,7971614.56,0.034841000000000004,1.84,17.38,6.45,11.15,2.99,9.4,0.31,1329.95,9163,8367,7860,7413,13674,11581,8429,7364,5070,148,156,164,4,Fm_SJC,PP4esjc
637163.68,7971552.06,0.025882,2.1,18.89,8.21,14.11,2.46,6.28,0.4,1288.15,9267,8439,8109,7829,14928,12803,9493,7875,5068,30,225,19,4,Fm_SJC,PP4esjc
637226.18,7971552.06,0.029444,2.05,19.56,7.96,14.03,2.43,6.47,0.38,1285.69,9546,8795,8396,8367,13570,15176,11530,8539,5053,51,236,77,4,Fm_SJC,PP4esjc
637288.68,7971552.06,0.029393,2.26,20.84,7.35,13.99,2.34,6.52,0.36,1288.16,9632,8922,8590,8607,13622,15610,11660,8451,5068,33,200,48,4,Fm_SJC,PP4esjc
637351.18,7971552.06,0.030059,2.59,22.06,6.72,14.0,2.24,6.59,0.34,1291.7,9222,8470,7915,7582,14831,12707,9082,7708,5059,38,150,35,4,Fm_SJC,PP4esjc
637413.68,7971552.06,0.030748,2.86,22.64,6.25,13.98,2.18,6.75,0.33,1296.79,9473,8728,8498,8697,14323,14696,10970,8483,5071,30,125,48,4,Fm_SJC,PP4esjc
637476.18,7971552.06,0.028977,2.86,21.05,6.04,13.63,2.21,7.09,0.31,1303.61,9352,8575,8445,8332,15529,13791,9901,8057,5059,27,85,18,4,Fm_SJC,PP4esjc
637538.68,7971552.06,0.027883,2.69,19.13,6.01,13.12,2.29,7.51,0.3,1310.16,9419,8694,8204,8010,14920,13059,9292,8512,5060,95,245,175,4,Fm_SJC,PP4esjc
637601.18,7971552.06,0.028177,2.47,17.43,6.12,12.56,2.4,7.96,0.29,1315.85,9596,8908,8621,8616,14952,15572,11045,8465,5059,71,200,115,4,Fm_SJC,PP4esjc
637663.68,7971552.06,0.029646,2.24,16.38,6.29,12.04,2.54,8.4,0.28,1320.08,9308,8531,8282,7963,15358,13441,9659,7767,5059,81,72,69,4,Fm_SJC,PP4esjc
637726.18,7971552.06,0.031549,2.02,16.15,6.42,11.56,2.71,8.78,0.29,1322.86,9262,8445,7957,7583,14294,11993,8692,7376,5068,132,177,140,4,Fm_SJC,PP4esjc
637788.68,7971552.06,0.034745,1.85,16.03,6.38,11.0,2.9,9.05,0.31,1325.27,9227,8437,8030,7663,14262,12797,9134,7716,5065,151,188,175,4,Fm_SJC,PP4esjc
637851.18,7971552.06,0.037717,1.66,15.96,6.0,10.31,3.12,9.2,0.33,1327.47,9233,8437,8058,7657,14662,12579,9085,7932,5064,132,204,130,4,Fm_SJC,PP4esjc
637101.18,7971489.56,0.025225,2.33,16.89,8.34,13.84,2.51,6.12,0.42,1290.47,9374,8634,8139,8108,14859,13751,10085,8487,5068,23,216,19,4,Fm_SJC,PP4esjc
637163.68,7971489.56,0.027474,2.18,17.76,8.15,13.74,2.51,6.28,0.4,1284.03,9284,8448,8027,7809,14950,13669,9722,7852,5062,51,247,77,4,Fm_SJC,PP4esjc
637226.18,7971489.56,0.027788,2.16,18.36,7.83,13.59,2.46,6.38,0.39,1283.91,9345,8619,8256,8262,14183,14311,10304,8449,5049,40,231,57,4,Fm_SJC,PP4esjc
637288.68,7971489.56,0.026927,2.3,19.29,7.25,13.43,2.37,6.43,0.37,1287.36,9494,8808,8448,8628,14674,15402,10956,8702,5061,98,189,115,4,Fm_SJC,PP4esjc
637351.18,7971489.56,0.025616000000000003,2.5,20.19,6.59,13.28,2.3,6.52,0.36,1291.66,9705,9119,8765,8929,14870,15498,11050,8814,5073,84,171,115,4,Fm_SJC,PP4esjc
637413.68,7971489.56,0.025547,2.63,20.21,6.11,13.06,2.28,6.7,0.34,1296.87,9132,8361,7828,7292,14275,10844,8034,7839,5045,65,220,94,4,Fm_SJC,PP4esjc
637476.18,7971489.56,0.024967,2.57,18.78,5.83,12.61,2.33,7.03,0.33,1304.15,9459,8772,8374,8474,13149,13512,9963,8376,5075,68,219,144,4,Fm_SJC,PP4esjc
637538.68,7971489.56,0.024598,2.39,16.77,5.7,12.03,2.42,7.43,0.32,1311.48,9699,9053,8765,9111,13751,14870,10882,8824,5055,59,248,136,4,Fm_SJC,PP4esjc
637601.18,7971489.56,0.025653,2.18,14.74,5.69,11.42,2.54,7.86,0.31,1317.92,10017,9427,9262,9861,15580,17529,12813,9816,5073,59,125,56,4,Fm_SJC,PP4esjc
637663.68,7971489.56,0.028026,1.98,13.31,5.76,10.86,2.69,8.26,0.31,1322.57,10011,9402,9362,9840,15636,17798,13074,9283,5076,129,196,154,4,Fm_SJC,PP4esjc
637726.18,7971489.56,0.030209,1.8,13.31,5.8,10.37,2.87,8.61,0.32,1325.1,9441,8751,8492,8556,14067,15522,10998,8761,5040,122,218,169,4,Fm_SJC,PP4esjc
637788.68,7971489.56,0.033329000000000004,1.64,13.76,5.72,9.87,3.07,8.87,0.34,1326.67,9390,8666,8234,8225,13072,14464,10338,8173,5047,60,152,85,4,Fm_SJC,PP4esjc
637851.18,7971489.56,0.036575,1.48,14.13,5.4,9.29,3.3,9.0,0.37,1327.88,9489,8803,8447,8552,13649,15387,11011,8275,5053,85,166,102,4,Fm_SJC,PP4esjc
637038.68,7971427.06,0.017684000000000002,2.59,14.87,8.24,13.56,2.53,5.93,0.43,1295.42,9367,8558,8028,7681,15561,12613,9125,7535,5048,14,200,15,4,Fm_SJC,PP4esjc
637101.18,7971427.06,0.021749,2.39,15.93,8.26,13.45,2.55,6.04,0.43,1287.99,9365,8622,8163,8241,14184,14436,10500,8288,5078,14,163,8,4,Fm_SJC,PP4esjc
637163.68,7971427.06,0.024753,2.26,16.54,8.02,13.26,2.56,6.19,0.42,1283.59,9137,8298,7753,7241,13917,11163,8266,7385,5067,74,231,102,4,Fm_SJC,PP4esjc
637226.18,7971427.06,0.0239,2.25,16.6,7.68,13.0,2.49,6.23,0.4,1286.1,9221,8442,7916,7556,15202,12530,8896,7787,5060,68,143,49,4,Fm_SJC,PP4esjc
637288.68,7971427.06,0.021625,2.32,16.92,7.11,12.71,2.42,6.28,0.39,1290.87,9423,8687,8145,8097,13762,13422,9667,8023,5052,71,249,159,4,Fm_SJC,PP4esjc
637351.18,7971427.06,0.020012,2.42,17.39,6.42,12.39,2.38,6.39,0.37,1295.8,9451,8731,8452,8375,13960,13820,9979,8293,5079,40,165,35,4,Fm_SJC,PP4esjc
637413.68,7971427.06,0.019546,2.42,16.95,5.92,11.97,2.4,6.61,0.36,1301.54,9520,8838,8624,8766,13812,14532,10889,8640,5054,88,179,102,4,Fm_SJC,PP4esjc
637476.18,7971427.06,0.018912,2.29,15.7,5.54,11.4,2.48,6.95,0.35,1308.65,9632,8964,8696,9032,13053,14577,10994,8691,5075,42,208,115,4,Fm_SJC,PP4esjc
637538.68,7971427.06,0.018215,2.09,13.9,5.29,10.74,2.59,7.33,0.35,1316.17,9636,8949,8781,9053,13587,14513,10919,8565,5076,81,103,122,4,Fm_SJC,PP4esjc
637601.18,7971427.06,0.019434,1.87,11.85,5.16,10.09,2.73,7.73,0.34,1322.97,10000,9421,9203,9741,15241,17272,12713,9410,5068,121,161,181,4,Fm_SJC,PP4esjc
637663.68,7971427.06,0.022378,1.69,10.12,5.13,9.52,2.88,8.11,0.34,1327.97,10028,9463,9400,9686,15446,17730,13008,9710,5074,190,218,206,4,Fm_SJC,PP4esjc
637726.18,7971427.06,0.025115,1.55,10.58,5.13,9.07,3.07,8.44,0.35,1329.8,9681,9023,8765,9164,13608,15657,11586,8825,5040,188,199,175,4,Fm_SJC,PP4esjc
637788.68,7971427.06,0.027912,1.43,11.38,5.04,8.64,3.28,8.68,0.37,1330.32,9718,9103,8843,9276,14265,16688,12139,9223,5065,190,194,186,4,Fm_SJC,PP4esjc
637413.68,7973927.07,0.011218,0.46,10.57,4.2,6.95,8.97,12.63,0.67,1399.92,9998,9598,9915,10831,16252,19522,14755,10031,5085,188,168,184,4,Fm_SJC,PP4esjc
637413.68,7973864.57,0.015266,0.46,10.04,4.23,6.88,9.64,14.21,0.63,1398.59,10035,9625,10050,10970,16531,19763,14888,10285,5092,175,178,184,4,Fm_SJC,PP4esjc
637351.18,7973802.07,0.039296,0.19,6.39,4.03,5.75,12.18,17.1,0.67,1395.43,10182,9640,10088,11058,15559,19421,15942,10331,5082,169,125,141,4,Fm_SJC,PP4esjc
637413.68,7973802.07,0.041156,0.44,8.79,4.25,6.67,10.19,15.71,0.6,1396.54,10142,9759,10444,11301,17964,20097,14903,10676,5089,169,211,182,4,Fm_SJC,PP4esjc
637351.18,7973739.57,0.032467,0.13,5.43,4.16,5.62,12.88,18.99,0.63,1392.88,9120,8294,8058,7389,18165,11236,8220,7709,5068,78,239,98,4,Fm_SJC,PP4esjc
637413.68,7973739.57,0.037857,0.39,7.24,4.38,6.4,10.6,16.97,0.57,1394.35,9385,8635,8435,8097,16737,13198,9631,7937,5078,157,222,177,4,Fm_SJC,PP4esjc
637288.68,7973677.07,0.038917,0.10203459449991208,4.1,4.09,4.97,15.85,23.15,0.65,1389.35,9003,8116,7735,6796,15987,9902,7158,7232,5076,71,168,73,4,Fm_SJC,PP4esjc
637351.18,7973677.07,0.038179000000000005,0.10203459449991208,4.81,4.26,5.5,13.27,20.45,0.6,1390.92,8951,8086,7644,6691,16891,9379,6772,7279,5066,71,250,118,4,Fm_SJC,PP4esjc
637413.68,7973677.07,0.036096,0.32,6.02,4.45,6.15,10.69,17.77,0.54,1392.64,9078,8230,7734,6973,17292,10339,7485,7264,5081,62,150,45,4,Fm_SJC,PP4esjc
637163.68,7973614.57,0.042998,0.10203459449991208,4.29,4.01,4.15,20.29,30.11,0.66,1383.67,9194,8358,8111,7363,17401,12368,8577,7772,5085,129,211,167,4,Fm_SJC,PP4esjc
637226.18,7973614.57,0.044657,0.10203459449991208,4.46,4.12,4.61,18.62,27.85,0.64,1385.86,8992,8134,7695,6803,15467,10465,7467,7446,5072,81,198,111,4,Fm_SJC,PP4esjc
637288.68,7973614.57,0.051379,0.10203459449991208,4.64,4.16,5.06,16.04,24.58,0.61,1388.08,9104,8315,7910,7373,14594,12422,9147,7730,5095,42,168,39,4,Fm_SJC,PP4esjc
637351.18,7973614.57,0.052213,0.10203459449991208,5.02,4.21,5.44,13.19,21.14,0.58,1389.96,9586,8914,8494,8565,14385,15576,11894,8433,5077,28,165,21,4,Fm_SJC,PP4esjc
637413.68,7973614.57,0.051627,0.35,5.87,4.32,5.95,10.41,17.86,0.52,1391.75,9069,8233,7687,6975,14870,10401,7779,7244,5068,25,161,25,4,Fm_SJC,PP4esjc
637101.18,7973552.07,0.0464,0.10203459449991208,5.76,3.74,4.23,20.88,33.29,0.63,1381.28,9583,8954,8645,8979,14266,17309,12768,9149,5084,109,179,119,4,Fm_SJC,PP4esjc
637163.68,7973552.07,0.054562,0.10203459449991208,5.72,4.14,4.53,20.56,32.46,0.62,1382.99,9471,8793,8488,8699,14124,15920,12121,8953,5106,36,150,32,4,Fm_SJC,PP4esjc
637226.18,7973552.07,0.056220000000000006,0.10203459449991208,5.91,4.19,4.89,18.44,29.15,0.61,1385.39,9746,9174,8934,9410,13669,18267,14132,9286,5131,27,205,52,4,Fm_SJC,PP4esjc
637288.68,7973552.07,0.062343,0.10203459449991208,5.98,4.15,5.23,15.59,25.01,0.59,1387.77,9377,8629,8019,7991,12468,14997,11555,8039,5110,13,81,17,4,Fm_SJC,PP4esjc
637351.18,7973552.07,0.065362,0.14,6.06,4.1,5.57,12.6,20.93,0.55,1390.03,9958,9554,9834,10622,16108,19794,15193,10093,5093,17,94,25,4,Fm_SJC,PP4esjc
637413.68,7973552.07,0.060351,0.37,6.37,4.11,6.11,9.76,17.27,0.51,1392.02,9823,9315,9495,9942,15800,18688,14111,9981,5080,71,138,90,4,Fm_SJC,PP4esjc
636976.18,7973489.57,0.032277,0.10203459449991208,5.64,3.52,4.01,18.87,31.95,0.6,1377.0,9577,8890,8638,8777,15653,15792,11545,9453,5087,102,116,82,4,Fm_SJC,PP4esjc
637038.68,7973489.57,0.03011,0.10203459449991208,6.73,3.63,4.35,20.08,34.02,0.6,1379.12,9833,9307,9133,9836,14431,17751,13402,8974,5090,96,242,127,4,Fm_SJC,PP4esjc
637101.18,7973489.57,0.037983,0.10203459449991208,7.84,3.68,4.71,20.95,35.46,0.59,1381.13,9612,9028,8798,9246,14081,16814,12782,9111,5094,84,235,134,4,Fm_SJC,PP4esjc
637163.68,7973489.57,0.050645,0.11,7.88,4.02,4.97,19.84,33.19,0.59,1383.45,9839,9348,9507,10466,14360,18120,14656,9826,5083,96,159,94,4,Fm_SJC,PP4esjc
637226.18,7973489.57,0.063048,0.13,7.92,4.16,5.23,17.42,28.97,0.58,1386.11,9851,9334,9389,10129,14502,18375,14692,9498,5077,96,104,90,4,Fm_SJC,PP4esjc
637288.68,7973489.57,0.07450599999999999,0.15,7.98,4.14,5.47,14.5,24.23,0.57,1388.62,10096,9661,9993,11056,15785,18837,15310,10309,5095,116,104,90,4,Fm_SJC,PP4esjc
637351.18,7973489.57,0.076036,0.22,8.05,4.07,5.73,11.59,19.85,0.54,1391.09,9921,9431,9569,10457,14392,17531,14118,9910,5089,71,68,45,4,Fm_SJC,PP4esjc
637413.68,7973489.57,0.06668400000000001,0.41,8.08,4.1,6.32,8.98,16.23,0.5,1393.24,9970,9495,9660,10680,14633,17780,14248,9833,5085,126,154,134,4,Fm_SJC,PP4esjc
636851.18,7973427.07,0.032044,0.14,5.56,3.48,3.94,16.61,28.87,0.58,1371.49,9285,8519,8211,7794,16500,13464,9545,8799,5075,65,112,65,4,Fm_SJC,PP4esjc
636913.68,7973427.07,0.031897,0.10203459449991208,6.09,3.68,4.2,17.82,31.32,0.57,1374.04,9813,9286,9365,9966,14876,17997,13592,9526,5104,65,238,107,4,Fm_SJC,PP4esjc
636976.18,7973427.07,0.026475,0.10203459449991208,6.83,3.86,4.48,18.86,33.44,0.57,1376.62,9813,9273,9370,9975,14752,18372,13902,9517,5074,84,203,82,4,Fm_SJC,PP4esjc
637038.68,7973427.07,0.02153,0.10203459449991208,7.87,3.97,4.79,19.48,34.66,0.57,1379.14,9912,9463,9721,10480,15580,18766,14153,10197,5076,92,187,82,4,Fm_SJC,PP4esjc
637101.18,7973427.07,0.030709,0.12,9.09,4.0,5.13,19.66,34.97,0.57,1381.76,9695,9093,9076,9827,13757,17158,13708,9382,5084,99,116,90,4,Fm_SJC,PP4esjc
637163.68,7973427.07,0.050785,0.2,9.4,4.18,5.42,18.21,31.93,0.57,1384.7,9653,9055,8988,9563,13364,16370,13246,9235,5078,96,116,90,4,Fm_SJC,PP4esjc
637226.18,7973427.07,0.07507,0.26,9.55,4.3,5.66,15.73,27.27,0.56,1387.78,9832,9261,9472,10425,13954,16518,13818,9759,5094,129,104,118,4,Fm_SJC,PP4esjc
637288.68,7973427.07,0.096394,0.3,9.78,4.3,5.89,12.88,22.29,0.55,1390.61,9966,9421,9642,10698,13823,16044,13564,9880,5088,126,115,111,4,Fm_SJC,PP4esjc
637351.18,7973427.07,0.098325,0.34,10.01,4.18,6.16,10.16,17.88,0.53,1393.25,9975,9475,9640,10656,13814,16359,13638,9874,5114,141,142,118,4,Fm_SJC,PP4esjc
637413.68,7973427.07,0.075861,0.47,9.48,4.21,6.64,7.94,14.69,0.49,1395.11,9984,9500,9647,10676,13975,16578,13628,10063,5070,119,150,141,4,Fm_SJC,PP4esjc
637226.18,7973364.57,0.080089,0.48,10.31,4.61,6.16,13.64,24.47,0.55,1389.74,9754,9196,9372,10251,13890,15651,12727,9674,5071,119,68,98,4,Fm_SJC,PP4esjc
636788.68,7973364.57,0.023965,0.10203459449991208,6.93,3.32,4.05,14.76,26.29,0.56,1368.07,9626,9009,8930,9351,14494,16790,12182,8921,5097,71,109,61,4,Fm_SJC,PP4esjc
636851.18,7973364.57,0.026843,0.10203459449991208,7.08,3.64,4.35,16.2,29.2,0.55,1370.68,9740,9207,9095,9761,14255,17421,13038,9465,5094,71,223,98,4,Fm_SJC,PP4esjc
636913.68,7973364.57,0.028621,0.10203459449991208,7.37,3.89,4.66,17.21,31.42,0.55,1373.81,9570,8981,8704,9206,13319,16536,12455,8128,5071,81,169,73,4,Fm_SJC,PP4esjc
636976.18,7973364.57,0.027381,0.10203459449991208,7.76,4.14,4.95,17.97,33.2,0.54,1376.79,9663,9101,9071,9690,13884,17161,13090,8877,5091,99,183,115,4,Fm_SJC,PP4esjc
637038.68,7973364.57,0.026755,0.13,8.36,4.34,5.26,18.18,33.74,0.54,1379.6,9849,9343,9575,10479,14647,17463,13904,10177,5088,112,172,134,4,Fm_SJC,PP4esjc
637101.18,7973364.57,0.032378,0.24,9.36,4.38,5.56,17.65,32.56,0.54,1382.73,9543,8909,8888,9598,13611,15905,12611,9276,5106,102,125,98,4,Fm_SJC,PP4esjc
637163.68,7973364.57,0.052185,0.37,9.97,4.48,5.88,16.08,29.25,0.55,1386.28,9615,9028,9008,9683,13288,15366,12408,9221,5079,102,64,73,4,Fm_SJC,PP4esjc
637288.68,7973364.57,0.096685,0.54,10.52,4.68,6.41,11.0,19.62,0.54,1392.78,9938,9445,9686,10714,14101,16106,13227,9645,5096,135,73,111,4,Fm_SJC,PP4esjc
637351.18,7973364.57,0.101453,0.56,10.33,4.57,6.68,8.74,15.84,0.52,1395.5,9918,9476,9676,10742,14491,16945,13386,10021,5108,135,89,118,4,Fm_SJC,PP4esjc
637413.68,7973364.57,0.08451499999999999,0.62,9.77,4.5,7.05,6.84,13.05,0.48,1397.57,9814,9284,9328,10195,14161,16752,13009,9846,5082,116,134,151,4,Fm_SJC,PP4esjc
637288.68,7973302.07,0.105412,0.84,10.67,5.07,6.99,9.0,16.47,0.53,1394.95,9621,9048,9044,9773,13351,15375,12145,9591,5093,109,94,115,4,Fm_SJC,PP4esjc
636726.18,7973302.07,0.014998,0.10203459449991208,7.37,3.23,4.18,12.28,22.2,0.57,1365.25,9670,9136,9066,9640,14431,17255,12577,8823,5074,96,212,91,4,Fm_SJC,PP4esjc
636788.68,7973302.07,0.017486,0.10203459449991208,8.32,3.48,4.42,14.19,26.05,0.54,1367.53,9629,9002,8923,9385,13526,16894,12472,9174,5083,62,211,90,4,Fm_SJC,PP4esjc
636851.18,7973302.07,0.023238,0.10203459449991208,8.34,3.73,4.73,15.23,28.32,0.53,1370.42,9602,8977,8852,9554,13459,16936,12913,9151,5076,102,228,159,4,Fm_SJC,PP4esjc
636913.68,7973302.07,0.027852,0.10203459449991208,8.4,3.97,5.06,15.95,30.08,0.53,1373.82,9563,8954,8843,9482,13339,16566,12753,9079,5094,95,172,119,4,Fm_SJC,PP4esjc
636976.18,7973302.07,0.031283,0.10203459449991208,8.48,4.26,5.38,16.39,31.37,0.52,1377.2,9645,9070,8987,9599,13894,16533,12401,8900,5088,77,142,90,4,Fm_SJC,PP4esjc
637038.68,7973302.07,0.030002,0.2,8.58,4.6,5.71,16.37,31.61,0.52,1380.3,9539,8926,8880,9468,13663,16161,12523,9386,5082,116,179,126,4,Fm_SJC,PP4esjc
637101.18,7973302.07,0.029839,0.41,9.39,4.61,6.02,15.47,29.51,0.53,1383.74,9515,8917,8786,9547,13583,15888,12381,8942,5099,112,169,126,4,Fm_SJC,PP4esjc
637163.68,7973302.07,0.056317999999999986,0.62,10.0,4.7,6.34,13.81,25.93,0.53,1387.69,9534,8933,8842,9680,13489,15458,12380,9192,5080,109,68,82,4,Fm_SJC,PP4esjc
637226.18,7973302.07,0.09468,0.77,10.37,4.9,6.67,11.48,21.2,0.53,1391.59,9647,9103,9152,9957,14251,15441,12297,9344,5085,102,60,73,4,Fm_SJC,PP4esjc
637351.18,7973302.07,0.092448,0.82,10.14,4.92,7.27,7.27,13.58,0.5,1397.99,9667,9114,9016,9693,13638,15934,12198,9300,5080,116,112,126,4,Fm_SJC,PP4esjc
636663.68,7973239.57,0.007988,0.16,6.93,3.29,4.31,9.5,17.33,0.57,1363.01,9609,9049,8908,9226,13960,16824,12242,8081,5107,78,182,74,4,Fm_SJC,PP4esjc
636726.18,7973239.57,0.004734,0.10203459449991208,8.03,3.5,4.52,11.35,21.1,0.55,1365.11,9709,9168,9160,9771,14272,17630,12955,9508,5091,71,166,90,4,Fm_SJC,PP4esjc
636788.68,7973239.57,0.014288,0.10203459449991208,8.77,3.65,4.75,12.77,24.06,0.53,1367.55,9574,8934,8675,9063,13222,16546,12173,8819,5094,92,176,107,4,Fm_SJC,PP4esjc
636851.18,7973239.57,0.022678,0.10203459449991208,8.97,3.79,5.04,13.62,25.99,0.52,1370.68,9720,9107,9065,9762,13855,17295,13154,9300,5074,92,169,119,4,Fm_SJC,PP4esjc
636913.68,7973239.57,0.029672000000000007,0.10203459449991208,9.13,3.91,5.37,14.12,27.36,0.51,1374.11,9643,9094,9017,9626,13724,17181,13100,8873,5090,102,126,98,4,Fm_SJC,PP4esjc
636976.18,7973239.57,0.035596,0.10203459449991208,9.31,4.08,5.7,14.32,28.15,0.51,1377.66,9814,9281,9402,10317,14279,16599,13121,9343,5082,109,134,107,4,Fm_SJC,PP4esjc
637038.68,7973239.57,0.03844,0.32,9.37,4.35,6.07,14.08,27.82,0.51,1381.1,9600,9050,8980,9731,13541,16214,12719,9308,5089,92,155,98,4,Fm_SJC,PP4esjc
637101.18,7973239.57,0.036483,0.65,9.66,4.51,6.45,13.18,25.76,0.51,1384.94,9562,8967,8853,9615,13753,15778,12228,8742,5081,81,147,98,4,Fm_SJC,PP4esjc
637163.68,7973239.57,0.074197,0.94,9.79,4.69,6.81,11.61,22.35,0.52,1389.03,9609,9045,8970,9672,14161,15570,12056,8874,5097,99,116,98,4,Fm_SJC,PP4esjc
637226.18,7973239.57,0.097152,1.12,9.76,4.93,7.17,9.56,18.09,0.52,1393.17,9806,9285,9525,10404,14463,15994,12757,9477,5077,81,125,98,4,Fm_SJC,PP4esjc
637288.68,7973239.57,0.107632,1.14,9.87,5.1,7.55,7.61,14.33,0.52,1396.96,9633,9003,8863,9401,12904,14498,11334,9169,5069,125,162,156,4,Fm_SJC,PP4esjc
637351.18,7973239.57,0.08584,1.07,9.59,5.03,7.91,6.13,11.81,0.5,1400.41,9564,8936,8667,9184,13247,14920,11286,9208,5067,169,179,198,4,Fm_SJC,PP4esjc
636601.18,7973177.07,0.008084000000000001,0.51,6.61,3.48,4.81,7.05,12.89,0.58,1360.95,9621,8936,8643,8839,14338,16269,11954,8654,5093,215,217,186,4,Fm_SJC,PP4esjc
636663.68,7973177.07,0.005819,0.2,7.41,3.58,4.77,8.73,16.36,0.55,1363.11,9563,8855,8645,9123,13748,16144,12176,8599,5094,51,141,46,4,Fm_SJC,PP4esjc
636726.18,7973177.07,0.007437999999999998,0.10203459449991208,8.4,3.74,4.9,10.22,19.53,0.53,1365.39,9684,9036,8935,9479,13567,17495,13092,8861,5090,112,112,98,4,Fm_SJC,PP4esjc
636788.68,7973177.07,0.01314,0.10203459449991208,8.92,3.78,5.08,11.16,21.52,0.51,1367.99,9593,8955,8802,9256,13247,16804,12419,9113,5068,92,155,119,4,Fm_SJC,PP4esjc
636851.18,7973177.07,0.022399,0.10203459449991208,9.23,3.81,5.32,11.73,22.88,0.51,1371.27,9729,9192,9183,9952,13979,18019,13635,9445,5065,95,162,107,4,Fm_SJC,PP4esjc
636913.68,7973177.07,0.033057,0.10203459449991208,9.56,3.81,5.62,12.03,23.81,0.5,1374.89,10017,9536,9846,10942,14846,18492,14750,10028,5091,99,126,111,4,Fm_SJC,PP4esjc
636976.18,7973177.07,0.042291,0.10203459449991208,9.95,3.81,5.96,12.04,24.22,0.5,1378.45,9760,9258,9283,10142,13887,15983,12734,9530,5081,119,172,141,4,Fm_SJC,PP4esjc
637038.68,7973177.07,0.05118,0.52,9.99,4.06,6.42,11.75,23.63,0.5,1382.05,9650,9076,8995,9757,13498,15452,12264,9365,5069,112,165,141,4,Fm_SJC,PP4esjc
637101.18,7973177.07,0.059977,0.96,9.99,4.28,6.88,10.93,21.72,0.51,1386.23,9566,8999,8860,9452,13774,15200,11728,8788,5093,68,159,107,4,Fm_SJC,PP4esjc
637163.68,7973177.07,0.112597,1.33,9.7,4.54,7.28,9.58,18.73,0.51,1390.75,9995,9541,9856,10792,14607,16353,13469,10246,5095,77,150,118,4,Fm_SJC,PP4esjc
637226.18,7973177.07,0.15879200000000002,1.53,9.18,4.83,7.67,7.82,15.01,0.52,1394.92,9798,9290,9446,10223,13698,15708,12540,9765,5091,84,147,111,4,Fm_SJC,PP4esjc
637288.68,7973177.07,0.144783,1.46,9.29,5.02,8.13,6.38,12.27,0.51,1399.09,9635,9024,8837,9218,12837,14687,11213,8973,5098,160,209,198,4,Fm_SJC,PP4esjc
637351.18,7973177.07,0.088774,1.31,9.32,5.05,8.59,5.21,10.32,0.49,1403.06,9601,8914,8587,9006,12718,14960,11287,8718,5111,109,120,130,4,Fm_SJC,PP4esjc
636601.18,7973114.57,0.007273999999999998,0.58,6.98,3.6,5.35,6.46,12.09,0.56,1361.38,9639,8947,8426,8570,12751,15522,11398,8593,5088,78,124,49,4,Fm_SJC,PP4esjc
636663.68,7973114.57,0.007078,0.2,7.44,3.68,5.19,7.76,14.82,0.53,1363.38,9648,9037,8740,9213,13667,16362,12056,8451,5085,78,171,91,4,Fm_SJC,PP4esjc
636726.18,7973114.57,0.008057,0.10203459449991208,8.2,3.78,5.29,8.81,17.08,0.52,1365.81,9721,9143,8972,9469,13787,17517,13060,8959,5091,116,118,99,4,Fm_SJC,PP4esjc
636788.68,7973114.57,0.010792,0.10203459449991208,8.78,3.82,5.44,9.46,18.55,0.51,1368.63,9584,8957,8926,9460,13882,17099,12699,8524,5117,134,187,151,4,Fm_SJC,PP4esjc
636851.18,7973114.57,0.015542,0.10203459449991208,9.2,3.84,5.62,9.81,19.45,0.5,1371.89,9820,9265,9338,10175,14666,18232,13842,9932,5096,102,126,98,4,Fm_SJC,PP4esjc
