X_SIR,Y_SIR,GT,K,TH,U,CT,U_K,TH_K,U_TH,MDT,B01,B02,B03,B04,B05,B06,B07,B08,B09,R,G,B,TARGET,UNID,COD
639851.19,7981739.58,0.014124,0.17,2.8,1.51,1.94,8.62,17.63,0.48,1358.52,9180,8363,7897,7276,14906,10935,8855,8067,5069,225,57,114,7,Fm_SB_F,PP4esbf
639913.69,7981739.58,0.012749,0.13,2.73,1.62,1.96,8.62,18.25,0.47,1358.28,9661,9069,9098,9093,16181,16750,12382,9968,5094,54,18,60,7,Fm_SB_F,PP4esbf
639976.19,7981739.58,0.01481,0.10203459449991208,2.48,1.82,1.97,8.8,19.22,0.47,1359.17,9842,9282,8957,9751,13013,18394,14411,9378,5073,221,236,202,7,Fm_SB_F,PP4esbf
640038.69,7981739.58,0.019068,0.10203459449991208,2.31,2.05,1.99,8.86,20.13,0.46,1361.2,10999,10433,10112,10500,14304,19310,15830,10852,5056,235,230,217,7,Fm_SB_F,PP4esbf
639788.68,7981677.08,0.02019,0.14,2.54,1.48,1.84,9.1,17.87,0.49,1361.26,9610,8846,8216,8271,12820,16991,13816,7225,5063,208,54,147,7,Fm_SB_F,PP4esbf
639851.19,7981677.08,0.019255,0.14,2.53,1.48,1.85,8.88,18.26,0.48,1360.64,9382,8761,8510,8645,17117,14352,10717,9565,5085,214,81,147,7,Fm_SB_F,PP4esbf
639913.69,7981677.08,0.018902,0.12,2.37,1.56,1.89,8.86,19.18,0.47,1361.1,10204,9669,9826,10800,15647,18872,14919,9517,5084,127,199,198,7,Fm_SB_F,PP4esbf
639976.19,7981677.08,0.019912,0.10203459449991208,2.07,1.74,1.93,8.99,20.52,0.45,1362.45,11009,10668,11648,12876,16103,20858,17425,11951,5085,250,249,239,7,Fm_SB_F,PP4esbf
640038.69,7981677.08,0.02169,0.10203459449991208,1.95,2.01,1.98,9.14,22.06,0.44,1364.6,9593,8822,8369,8231,12751,15222,11633,8820,5066,208,152,150,7,Fm_SB_F,PP4esbf
639788.68,7981614.58,0.02237,0.13,2.41,1.36,1.79,9.18,18.11,0.49,1362.23,9082,8267,7515,6992,12960,10387,8229,7508,5057,206,47,126,7,Fm_SB_F,PP4esbf
639851.18,7981614.58,0.022528,0.13,2.49,1.35,1.85,8.91,18.65,0.48,1362.03,9901,9322,9470,10276,15740,18935,14827,10200,5083,149,98,129,7,Fm_SB_F,PP4esbf
639913.69,7981614.58,0.022467,0.15,2.36,1.37,1.93,8.82,19.84,0.46,1362.85,10783,10556,11225,12295,17219,19436,16021,11381,5053,51,201,76,7,Fm_SB_F,PP4esbf
639976.19,7981614.58,0.023305000000000003,0.15,2.15,1.46,2.02,8.89,21.56,0.43,1364.48,9693,9034,8522,8691,15181,14554,11029,7285,5061,43,248,89,7,Fm_SB_F,PP4esbf
639788.68,7981552.08,0.023718,0.13,2.55,1.25,1.81,9.0,17.99,0.49,1362.41,9396,8724,8460,8797,14470,14334,11308,8393,5062,217,40,97,7,Fm_SB_F,PP4esbf
639851.18,7981552.08,0.023559,0.14,2.82,1.23,1.93,8.69,18.73,0.47,1362.61,9960,9394,9866,10990,15972,17427,14101,11942,5081,43,30,28,7,Fm_SB_F,PP4esbf
639913.69,7981552.08,0.024018,0.18,2.81,1.19,2.06,8.57,20.22,0.44,1363.79,11077,10804,11703,13087,17192,18763,16232,11167,5082,142,185,153,7,Fm_SB_F,PP4esbf
639976.19,7981552.08,0.024387,0.23,2.71,1.17,2.21,8.61,22.38,0.41,1365.62,10294,9766,9718,10184,14692,18950,14875,10795,5081,21,228,44,7,Fm_SB_F,PP4esbf
639726.18,7981489.58,0.033697000000000005,0.12,2.68,1.26,1.9,8.99,17.27,0.5,1362.64,9264,8450,8166,7464,15651,11763,8636,7767,5073,186,132,136,7,Fm_SB_F,PP4esbf
639788.68,7981489.58,0.03212,0.14,3.08,1.23,1.95,8.58,17.49,0.48,1362.07,9560,8824,8208,8032,14070,12277,9944,10161,5077,161,124,106,7,Fm_SB_F,PP4esbf
639851.18,7981489.58,0.029366000000000007,0.15,3.57,1.23,2.1,8.27,18.46,0.46,1362.6,10599,10132,10378,11374,15155,19003,16504,11304,5091,145,106,126,7,Fm_SB_F,PP4esbf
639913.69,7981489.58,0.028876,0.18,3.93,1.22,2.3,8.16,20.34,0.43,1364.04,10513,10008,9656,10304,12628,16129,14282,11145,5075,228,192,205,7,Fm_SB_F,PP4esbf
639726.18,7981427.08,0.053187,0.15,3.27,1.26,2.03,8.39,16.27,0.5,1361.27,9065,8213,7549,6920,15351,10211,7623,7371,5075,200,65,94,7,Fm_SB_F,PP4esbf
639788.68,7981427.08,0.050042,0.16,3.75,1.27,2.11,8.01,16.69,0.47,1361.49,9846,9158,8725,8945,15679,14888,11864,9488,5072,117,106,118,7,Fm_SB_F,PP4esbf
639851.18,7981427.08,0.043386,0.16,4.45,1.34,2.3,7.71,17.85,0.44,1362.4,10615,10227,11072,13784,16978,20370,18170,10794,5071,97,119,81,7,Fm_SB_F,PP4esbf
639913.69,7981427.08,0.040042,0.17,5.17,1.38,2.57,7.63,20.05,0.41,1364.08,10118,9495,8884,9259,11539,15264,14751,8662,5079,249,222,235,7,Fm_SB_F,PP4esbf
639663.68,7981364.58,0.0777,0.15,3.88,1.36,2.29,8.02,15.15,0.5,1362.01,9180,8371,7975,7380,15225,11726,8660,7650,5072,170,167,130,7,Fm_SB_F,PP4esbf
639726.18,7981364.58,0.06793400000000001,0.18,3.94,1.32,2.22,7.72,15.21,0.49,1360.9,9167,8308,7890,7576,15938,11812,8840,7346,5054,228,174,217,7,Fm_SB_F,PP4esbf
639788.68,7981364.58,0.074104,0.19,4.38,1.38,2.28,7.38,15.75,0.46,1361.32,9737,9113,8634,9094,12429,14380,12592,8600,5057,113,81,122,7,Fm_SB_F,PP4esbf
639851.18,7981364.58,0.067972,0.19,5.15,1.51,2.47,7.13,17.03,0.44,1362.48,9711,9038,8669,9197,11129,15287,14092,8948,5065,145,201,150,7,Fm_SB_F,PP4esbf
639663.68,7981302.08,0.096449,0.21,4.28,1.43,2.49,7.33,13.92,0.5,1360.85,9752,9063,9273,9260,14994,14093,11261,9479,5053,206,132,153,7,Fm_SB_F,PP4esbf
639726.18,7981302.08,0.096044,0.23,4.32,1.43,2.4,7.07,14.12,0.49,1360.5,10141,9626,9877,11067,15064,19012,15264,10569,5085,136,132,162,7,Fm_SB_F,PP4esbf
639788.68,7981302.08,0.08221,0.25,4.63,1.52,2.42,6.8,14.77,0.46,1361.41,9940,9370,9081,9602,12716,16169,13463,9919,5080,36,69,20,7,Fm_SB_F,PP4esbf
639851.18,7981302.08,0.086935,0.25,5.31,1.68,2.57,6.59,16.14,0.43,1362.9,9610,8956,8699,9398,11625,15622,13753,8902,5061,183,110,114,7,Fm_SB_F,PP4esbf
639601.18,7981239.58,0.098101,0.28,4.53,1.9,2.86,6.84,12.86,0.5,1363.01,9345,8524,8208,7639,16787,12724,9272,7853,5071,164,212,155,7,Fm_SB_F,PP4esbf
639663.68,7981239.58,0.11282,0.28,4.52,1.7,2.67,6.72,12.86,0.5,1360.58,9729,9063,8925,9294,13476,15317,12353,8725,5085,223,216,235,7,Fm_SB_F,PP4esbf
639726.18,7981239.58,0.117179,0.3,4.38,1.63,2.55,6.53,13.15,0.49,1360.83,10477,9937,9767,10328,13882,15649,13226,11692,5068,97,128,89,7,Fm_SB_F,PP4esbf
639788.68,7981239.58,0.109206,0.32,4.32,1.63,2.53,6.31,13.9,0.46,1362.1,9637,8959,8543,8903,13203,14878,11976,7758,5073,93,141,68,7,Fm_SB_F,PP4esbf
639601.18,7981177.08,0.11759,0.35,4.3,2.24,2.99,6.33,11.89,0.5,1362.98,9408,8708,8666,8649,15281,15627,11064,8724,5071,63,246,94,7,Fm_SB_F,PP4esbf
639663.68,7981177.08,0.119238,0.35,4.53,1.99,2.8,6.24,11.96,0.5,1361.51,9301,8483,8299,8148,13059,12731,10233,8116,5074,82,207,147,7,Fm_SB_F,PP4esbf
639726.18,7981177.08,0.114272,0.36,4.13,1.82,2.64,6.09,12.3,0.49,1362.29,9776,9089,8807,9411,15151,17001,12528,9113,5088,190,93,129,7,Fm_SB_F,PP4esbf
639788.68,7981177.08,0.116205,0.39,3.68,1.71,2.58,5.92,13.11,0.47,1363.85,9266,8509,7995,7672,14314,12487,9382,8066,5058,190,181,126,7,Fm_SB_F,PP4esbf
639601.18,7981114.58,0.13981500000000002,0.41,3.9,2.48,3.04,5.93,11.09,0.51,1363.65,9573,8828,8595,8733,14710,14184,11102,8291,5062,158,245,155,7,Fm_SB_F,PP4esbf
639663.68,7981114.58,0.131114,0.4,3.94,2.19,2.8,5.88,11.2,0.51,1363.63,9299,8519,8211,7924,14467,13617,10204,7963,5073,82,217,114,7,Fm_SB_F,PP4esbf
639726.18,7981114.58,0.110542,0.41,3.54,1.95,2.62,5.76,11.58,0.5,1364.94,9393,8594,8208,7912,14377,13042,9851,8201,5066,60,54,17,7,Fm_SB_F,PP4esbf
639788.68,7981114.58,0.092152,0.43,2.98,1.75,2.53,5.64,12.39,0.47,1366.85,9496,8762,8855,8971,14442,16055,12181,8639,5068,28,136,31,7,Fm_SB_F,PP4esbf
639726.18,7981052.08,0.108901,0.42,3.01,1.98,2.53,5.55,11.03,0.5,1368.28,9713,9045,8486,8578,14183,17120,13212,8807,5064,72,185,94,7,Fm_SB_F,PP4esbf
639601.18,7981052.08,0.14205299999999998,0.44,3.56,2.56,3.02,5.67,10.52,0.52,1364.64,9315,8549,8204,7964,14324,12550,9727,8008,5072,167,174,181,7,Fm_SB_F,PP4esbf
639663.68,7981052.08,0.11958599999999997,0.43,3.39,2.26,2.74,5.64,10.66,0.52,1366.0,9109,8291,7905,7172,15098,11163,8225,7581,5067,117,213,122,7,Fm_SB_F,PP4esbf
639788.68,7981052.08,0.092165,0.43,2.43,1.75,2.4,5.46,11.82,0.48,1370.83,9657,8987,8469,8575,13094,18826,15035,8486,5072,113,192,164,7,Fm_SB_F,PP4esbf
639851.18,7981052.08,0.081553,0.45,1.83,1.59,2.37,5.46,13.29,0.45,1373.22,9647,8974,8547,8752,13081,16242,12526,8648,5072,195,174,153,7,Fm_SB_F,PP4esbf
639663.68,7980989.58,0.110705,0.42,2.95,2.17,2.65,5.54,10.37,0.52,1368.76,10051,9425,9107,9345,13769,19073,15164,10100,5070,206,166,185,7,Fm_SB_F,PP4esbf
639476.18,7980989.58,0.075625,0.45,3.75,2.85,3.65,5.32,10.06,0.5,1366.08,9073,8197,7735,7067,15950,10973,7972,7602,5066,225,250,217,7,Fm_SB_F,PP4esbf
639538.68,7980989.58,0.090285,0.46,3.41,2.64,3.27,5.49,10.12,0.52,1365.52,9263,8419,8048,7814,12447,12116,9707,7567,5053,72,192,94,7,Fm_SB_F,PP4esbf
639726.18,7980989.58,0.077016,0.39,2.72,1.91,2.41,5.46,10.72,0.51,1371.84,10454,9935,9449,9938,13646,20096,16512,9321,5088,69,120,64,7,Fm_SB_F,PP4esbf
639788.68,7980989.58,0.065091,0.39,2.24,1.69,2.26,5.4,11.45,0.49,1374.99,9552,8800,8323,8199,12529,15034,11875,8335,5086,190,188,200,7,Fm_SB_F,PP4esbf
639851.18,7980989.58,0.063003,0.41,1.65,1.56,2.2,5.42,12.79,0.46,1377.54,9873,9219,8757,8843,12917,17573,14077,8809,5067,186,144,153,7,Fm_SB_F,PP4esbf
639601.18,7980989.58,0.126277,0.46,3.0,2.42,2.97,5.56,10.21,0.52,1366.26,10356,9799,10068,10828,15357,21530,17637,9375,5088,154,156,155,7,Fm_SB_F,PP4esbf
639413.68,7980927.08,0.077823,0.45,4.08,2.77,3.86,5.04,9.81,0.49,1366.27,9007,8141,7745,7021,16749,11357,8264,7339,5087,210,241,202,7,Fm_SB_F,PP4esbf
639476.18,7980927.08,0.08290299999999999,0.42,3.66,2.64,3.47,5.32,9.92,0.51,1366.12,9202,8414,7996,7520,14445,11657,8655,7681,5063,86,194,94,7,Fm_SB_F,PP4esbf
639538.68,7980927.08,0.092158,0.41,3.49,2.42,3.09,5.51,10.06,0.53,1366.44,9151,8296,7992,7374,15082,11041,8447,7586,5067,103,202,167,7,Fm_SB_F,PP4esbf
639601.18,7980927.08,0.099801,0.39,3.09,2.21,2.79,5.58,10.18,0.53,1368.33,10764,10307,10933,12391,16750,21709,18737,12176,5106,69,99,60,7,Fm_SB_F,PP4esbf
639663.68,7980927.08,0.103016,0.35,2.95,1.97,2.51,5.57,10.37,0.53,1371.59,10895,10429,10061,10664,14781,21592,18294,10323,5090,210,120,153,7,Fm_SB_F,PP4esbf
639726.18,7980927.08,0.080215,0.33,2.8,1.73,2.28,5.5,10.71,0.52,1375.27,9463,8804,8172,8007,12337,14796,11692,7707,5072,151,85,114,7,Fm_SB_F,PP4esbf
639413.68,7980864.58,0.068945,0.44,3.84,2.66,3.68,5.14,9.83,0.5,1366.44,8968,8110,7392,6731,9497,7206,6216,7305,5071,93,174,150,7,Fm_SB_F,PP4esbf
639476.18,7980864.58,0.072878,0.36,3.33,2.49,3.26,5.44,10.04,0.52,1366.91,9005,8122,7584,6892,15503,9652,7179,7212,5055,103,124,122,7,Fm_SB_F,PP4esbf
639538.68,7980864.58,0.075909,0.3,3.12,2.26,2.86,5.64,10.28,0.53,1367.81,9249,8489,8171,7674,15485,13647,9931,7526,5073,158,216,210,7,Fm_SB_F,PP4esbf
639601.18,7980864.58,0.077249,0.28,2.99,2.03,2.61,5.73,10.5,0.54,1370.13,9476,8760,8318,8105,13848,14749,11534,8160,5082,39,156,64,7,Fm_SB_F,PP4esbf
639413.68,7980802.08,0.053539,0.41,3.68,2.57,3.52,5.36,10.13,0.5,1367.51,9133,8311,7728,7230,12434,9474,7439,7391,5048,145,149,185,7,Fm_SB_F,PP4esbf
639476.18,7980802.08,0.05715,0.28,2.95,2.37,3.09,5.68,10.46,0.53,1368.35,9179,8408,7848,7602,12380,11727,8966,7410,5070,190,230,243,7,Fm_SB_F,PP4esbf
639538.68,7980802.08,0.056519000000000014,0.2,2.69,2.14,2.76,5.91,10.82,0.54,1369.6,9814,9194,9100,9506,15159,18582,13772,9122,5085,195,241,235,7,Fm_SB_F,PP4esbf
639601.18,7980802.08,0.054725,0.18,2.75,1.89,2.51,6.02,11.17,0.54,1371.86,9151,8353,7838,7491,13675,12196,9230,7439,5087,86,216,147,7,Fm_SB_F,PP4esbf
639351.18,7980739.58,0.043725,0.54,4.59,2.62,3.85,5.3,10.32,0.49,1368.94,9280,8543,8113,7931,13456,14499,10796,7646,5076,224,233,246,7,Fm_SB_F,PP4esbf
639413.68,7980739.58,0.044704,0.39,3.66,2.45,3.39,5.71,10.75,0.51,1369.45,9711,9186,9086,9606,14698,18165,14276,8286,5075,243,246,253,7,Fm_SB_F,PP4esbf
639476.18,7980739.58,0.045051,0.24,2.72,2.25,2.94,6.06,11.19,0.53,1370.32,9754,9123,9140,9460,14684,18847,13827,8332,5071,232,233,251,7,Fm_SB_F,PP4esbf
639538.68,7980739.58,0.044941,0.17,2.48,2.05,2.68,6.31,11.73,0.54,1371.76,9814,9199,9233,9713,14144,19127,14073,8111,5094,228,246,251,7,Fm_SB_F,PP4esbf
639601.18,7980739.58,0.041302,0.15,2.57,1.81,2.46,6.44,12.19,0.53,1373.73,9696,9118,8734,9229,15172,17413,13238,8546,5086,206,241,248,7,Fm_SB_F,PP4esbf
639288.68,7980677.08,0.034882,0.62,5.36,2.54,4.14,5.26,10.54,0.47,1370.93,9979,9447,9270,9950,14907,21306,16126,9258,5081,224,213,242,7,Fm_SB_F,PP4esbf
639351.18,7980677.08,0.036964,0.5,4.68,2.45,3.75,5.76,11.11,0.5,1371.27,9478,8785,8441,8548,14124,16519,12568,8639,5102,202,192,224,7,Fm_SB_F,PP4esbf
639413.68,7980677.08,0.038786,0.37,3.97,2.31,3.33,6.2,11.71,0.52,1371.87,10182,9727,9718,10340,15513,20474,15594,9901,5088,219,231,239,7,Fm_SB_F,PP4esbf
639476.18,7980677.08,0.039337,0.26,3.2,2.13,2.93,6.56,12.32,0.53,1372.74,10199,9768,9872,10807,15700,21934,16260,10080,5089,225,242,248,7,Fm_SB_F,PP4esbf
639538.68,7980677.08,0.037585,0.19,2.69,1.98,2.66,6.83,13.03,0.53,1374.06,9961,9497,9391,10183,14839,21019,15490,9738,5096,254,253,253,7,Fm_SB_F,PP4esbf
639601.18,7980677.08,0.035025,0.16,2.57,1.8,2.43,6.97,13.56,0.52,1375.68,9335,8661,8232,8517,13124,14646,11291,7474,5076,254,253,253,7,Fm_SB_F,PP4esbf
639288.68,7980614.58,0.027614,0.53,5.09,2.33,3.97,5.81,11.46,0.48,1373.37,10233,9738,9638,10377,14858,21210,16410,9846,5074,247,217,240,7,Fm_SB_F,PP4esbf
639351.18,7980614.58,0.029694,0.43,4.7,2.27,3.61,6.35,12.22,0.5,1373.97,10044,9549,9543,10312,14829,21597,16178,9277,5095,158,171,140,7,Fm_SB_F,PP4esbf
639413.68,7980614.58,0.031264,0.33,4.28,2.17,3.25,6.82,13.01,0.52,1374.65,10316,9872,9751,10483,15270,21981,16482,9766,5101,164,202,179,7,Fm_SB_F,PP4esbf
639476.18,7980614.58,0.031179,0.25,3.58,2.05,2.89,7.2,13.87,0.52,1375.56,10186,9757,9859,10719,15089,21460,16174,9799,5090,206,192,198,7,Fm_SB_F,PP4esbf
639538.68,7980614.58,0.029575,0.19,2.99,1.94,2.62,7.48,14.7,0.51,1376.66,10212,9791,9756,10683,15276,21405,16141,10030,5102,197,205,209,7,Fm_SB_F,PP4esbf
639601.18,7980614.58,0.027563,0.18,2.68,1.83,2.41,7.61,15.27,0.5,1377.78,10190,9744,9645,10491,15302,22244,16748,9870,5099,247,241,248,7,Fm_SB_F,PP4esbf
639663.68,7980614.58,0.025244,0.2,2.58,1.69,2.23,7.53,15.36,0.49,1379.05,9914,9353,9269,9866,15051,20912,16102,9528,5070,54,76,37,7,Fm_SB_F,PP4esbf
639288.68,7980552.08,0.020185,0.42,4.69,2.13,3.76,6.51,12.73,0.48,1376.05,10330,9868,9786,10571,15133,22176,16815,9973,5082,238,167,217,7,Fm_SB_F,PP4esbf
639351.18,7980552.08,0.022335,0.34,4.57,2.07,3.41,7.09,13.68,0.51,1376.92,10435,10053,9900,10849,15246,21882,17021,10372,5085,192,199,169,7,Fm_SB_F,PP4esbf
639413.68,7980552.08,0.023777,0.27,4.49,2.01,3.1,7.55,14.6,0.52,1377.7,10679,10327,10589,11619,16038,22878,17693,10706,5104,226,237,215,7,Fm_SB_F,PP4esbf
639476.18,7980552.08,0.023664,0.21,3.86,1.94,2.81,7.94,15.71,0.51,1378.61,10610,10256,10591,11670,16049,22688,17840,10889,5093,210,185,181,7,Fm_SB_F,PP4esbf
639538.68,7980552.08,0.022137,0.18,3.31,1.88,2.57,8.22,16.66,0.5,1379.51,10619,10225,10513,11582,16103,22542,17586,10909,5106,176,160,147,7,Fm_SB_F,PP4esbf
639601.18,7980552.08,0.020125,0.19,2.96,1.82,2.4,8.32,17.25,0.48,1380.26,10403,9990,9973,10891,15848,22198,16842,10081,5100,208,167,164,7,Fm_SB_F,PP4esbf
639663.68,7980552.08,0.018834,0.22,2.66,1.8,2.27,8.18,17.18,0.47,1381.0,10474,10039,9920,10805,15428,21723,16887,10004,5098,173,163,126,7,Fm_SB_F,PP4esbf
639226.18,7980489.58,0.010634,0.4,4.5,1.99,3.92,6.6,13.08,0.47,1377.84,10345,9895,9768,10610,15007,21781,16990,9999,5089,192,12,94,7,Fm_SB_F,PP4esbf
639288.68,7980489.58,0.013525,0.32,4.19,1.93,3.54,7.38,14.42,0.49,1378.78,10417,9983,9944,10831,15260,21739,16774,10193,5098,31,5,28,7,Fm_SB_F,PP4esbf
639351.18,7980489.58,0.015746,0.25,4.13,1.87,3.19,7.97,15.56,0.5,1379.92,10573,10222,10210,11133,15430,21981,17058,10601,5097,78,37,114,7,Fm_SB_F,PP4esbf
639413.68,7980489.58,0.016953,0.2,4.13,1.84,2.93,8.44,16.73,0.51,1380.73,10486,10141,10538,11623,15977,22623,17348,10773,5092,139,81,136,7,Fm_SB_F,PP4esbf
639476.18,7980489.58,0.017034,0.16,3.88,1.81,2.71,8.78,17.89,0.5,1381.62,9781,9186,9259,9745,16131,18692,13583,9201,5094,63,16,85,7,Fm_SB_F,PP4esbf
639538.68,7980489.58,0.016079,0.16,3.64,1.76,2.53,9.0,18.85,0.48,1382.45,10541,10195,10485,11670,16090,22233,17210,10871,5095,220,189,198,7,Fm_SB_F,PP4esbf
639601.18,7980489.58,0.014534,0.17,3.51,1.73,2.4,9.06,19.4,0.46,1383.0,10429,10047,10266,11357,15947,21948,17000,10659,5099,235,202,209,7,Fm_SB_F,PP4esbf
639663.68,7980489.58,0.013599000000000002,0.21,3.3,1.76,2.32,8.81,19.09,0.45,1383.39,10394,9952,10252,11264,15962,22429,17439,10598,5098,226,189,196,7,Fm_SB_F,PP4esbf
639226.18,7980427.08,0.005558,0.31,4.07,1.86,3.65,7.57,14.88,0.47,1380.33,10407,9929,9958,10793,15122,21424,16553,10063,5093,120,6,51,7,Fm_SB_F,PP4esbf
639288.68,7980427.08,0.008773999999999999,0.24,3.69,1.79,3.29,8.42,16.49,0.49,1381.71,10496,10075,10234,11195,15330,21788,16834,10287,5109,36,8,60,7,Fm_SB_F,PP4esbf
639351.18,7980427.08,0.010907,0.18,3.64,1.71,2.96,8.98,17.75,0.5,1382.95,10170,9725,9814,10781,14920,20926,15905,10165,5092,66,44,122,7,Fm_SB_F,PP4esbf
639413.68,7980427.08,0.011197,0.14,3.77,1.71,2.77,9.4,19.1,0.5,1383.84,10135,9629,9653,10593,14804,20534,15563,9945,5103,204,149,222,7,Fm_SB_F,PP4esbf
639476.18,7980427.08,0.011092,0.12,3.86,1.69,2.63,9.66,20.27,0.48,1384.61,9134,8327,7787,7492,15195,11864,8393,7582,5077,36,11,97,7,Fm_SB_F,PP4esbf
639538.68,7980427.08,0.010691,0.12,3.99,1.63,2.5,9.8,21.17,0.46,1385.31,9905,9308,9426,9973,16204,17652,13242,9527,5088,136,245,181,7,Fm_SB_F,PP4esbf
639601.18,7980427.08,0.010141,0.16,4.16,1.57,2.41,9.79,21.62,0.44,1385.77,10211,9782,10001,11077,15685,21449,16383,10359,5101,228,223,215,7,Fm_SB_F,PP4esbf
639663.68,7980427.08,0.008467,0.19,4.06,1.65,2.36,9.43,21.02,0.42,1385.87,10314,9890,10098,11096,15657,22401,17091,10656,5094,214,149,185,7,Fm_SB_F,PP4esbf
639726.18,7980427.08,0.007852,0.24,3.72,1.75,2.33,8.66,19.25,0.42,1386.34,10156,9631,9454,10103,14541,20805,16481,9708,5100,233,174,189,7,Fm_SB_F,PP4esbf
639226.18,7980364.58,0.004017,0.25,3.62,1.86,3.42,8.73,17.07,0.48,1382.8,10572,10199,10519,11568,15741,22227,17401,10396,5113,110,7,38,7,Fm_SB_F,PP4esbf
639288.68,7980364.58,0.004598,0.17,3.25,1.78,3.1,9.65,18.99,0.49,1384.52,10369,9921,9997,11094,15261,21286,16385,10208,5101,36,12,47,7,Fm_SB_F,PP4esbf
639351.18,7980364.58,0.006823,0.12,3.28,1.72,2.84,10.15,20.42,0.49,1385.88,10128,9662,9748,10759,14814,20862,15795,9868,5100,222,207,229,7,Fm_SB_F,PP4esbf
639413.68,7980364.58,0.007684000000000002,0.10203459449991208,3.52,1.7,2.68,10.43,21.68,0.48,1386.81,9453,8729,8374,8495,14450,14754,10753,7970,5070,82,14,60,7,Fm_SB_F,PP4esbf
639476.18,7980364.58,0.007839,0.10203459449991208,3.85,1.67,2.57,10.53,22.71,0.46,1387.6,9315,8585,8133,7982,14341,14033,9953,7934,5062,11,7,17,7,Fm_SB_F,PP4esbf
639538.68,7980364.58,0.008054,0.10203459449991208,4.25,1.56,2.48,10.53,23.44,0.43,1388.1,9553,8893,8456,8513,13974,15257,11149,8547,5084,5,26,1,7,Fm_SB_F,PP4esbf
639601.18,7980364.58,0.008664,0.14,4.66,1.42,2.42,10.41,23.7,0.41,1388.35,10074,9575,9848,10880,16743,20148,15156,10237,5101,127,240,153,7,Fm_SB_F,PP4esbf
639663.68,7980364.58,0.0105,0.18,4.53,1.52,2.39,9.81,22.49,0.4,1388.42,10454,10039,10413,11512,15836,22428,17807,10806,5080,27,10,14,7,Fm_SB_F,PP4esbf
639726.18,7980364.58,0.010657,0.23,4.21,1.64,2.38,8.93,20.35,0.4,1388.41,10099,9538,9275,9796,14932,20732,16275,9524,5088,217,189,200,7,Fm_SB_F,PP4esbf
639226.18,7980302.08,0.006551,0.2,3.26,1.92,3.22,10.01,19.56,0.49,1385.26,10149,9635,9904,10881,14841,21141,16095,10497,5102,222,145,203,7,Fm_SB_F,PP4esbf
639288.68,7980302.08,0.005947999999999999,0.12,2.91,1.84,2.94,10.94,21.63,0.5,1387.29,10168,9722,9929,10940,15026,21217,16272,10269,5091,217,194,235,7,Fm_SB_F,PP4esbf
639351.18,7980302.08,0.006481999999999999,0.10203459449991208,3.06,1.81,2.75,11.3,23.06,0.48,1388.66,10125,9675,9850,10826,14987,20550,15769,10196,5095,241,231,229,7,Fm_SB_F,PP4esbf
639413.68,7980302.08,0.007254999999999998,0.10203459449991208,3.41,1.8,2.63,11.36,24.13,0.46,1389.64,9186,8408,7848,7655,14503,12570,8817,7823,5090,217,216,217,7,Fm_SB_F,PP4esbf
639476.18,7980302.08,0.007895000000000001,0.10203459449991208,3.81,1.78,2.54,11.28,24.94,0.44,1390.43,9389,8689,8217,8213,13804,14487,10306,8424,5093,120,185,150,7,Fm_SB_F,PP4esbf
639538.68,7980302.08,0.010009,0.10203459449991208,4.24,1.7,2.47,11.06,25.3,0.41,1390.9,9723,9097,8813,9217,14051,17077,12546,9054,5082,27,61,17,7,Fm_SB_F,PP4esbf
639601.18,7980302.08,0.012397,0.10203459449991208,4.54,1.57,2.43,10.77,25.24,0.39,1390.87,9441,8767,8383,8448,15172,14843,10669,7771,5086,97,182,76,7,Fm_SB_F,PP4esbf
639663.68,7980302.08,0.014934,0.17,4.58,1.56,2.41,9.99,23.49,0.38,1390.68,10350,9898,9973,10723,16124,20829,15860,10118,5092,36,28,22,7,Fm_SB_F,PP4esbf
639726.18,7980302.08,0.019113,0.24,4.38,1.59,2.41,9.05,21.05,0.38,1390.33,10341,9922,9713,10485,15485,21202,16885,10003,5080,231,210,217,7,Fm_SB_F,PP4esbf
639538.68,7980239.58,0.012269,0.10203459449991208,4.24,1.96,2.5,11.3,26.46,0.39,1393.5,9657,9031,8552,8691,14363,15486,11326,8893,5083,63,141,51,7,Fm_SB_F,PP4esbf
639163.68,7980239.58,0.013269,0.24,3.81,2.0,3.33,9.91,19.33,0.48,1385.61,10088,9530,9459,11018,14267,19462,16048,10660,5076,51,30,97,7,Fm_SB_F,PP4esbf
639226.18,7980239.58,0.011152,0.16,3.16,1.99,3.05,11.33,22.23,0.49,1387.66,10363,9920,9880,10744,15139,20050,15449,8614,5103,226,145,200,7,Fm_SB_F,PP4esbf
639288.68,7980239.58,0.010009,0.10203459449991208,2.93,1.95,2.81,12.09,24.2,0.49,1389.7,10280,9857,9936,10961,15168,20102,15786,10383,5093,246,227,234,7,Fm_SB_F,PP4esbf
639351.18,7980239.58,0.010082,0.10203459449991208,3.09,1.94,2.69,12.24,25.38,0.47,1391.2,9707,9074,8758,8938,13921,16324,12045,8835,5088,214,185,185,7,Fm_SB_F,PP4esbf
639413.68,7980239.58,0.011303,0.10203459449991208,3.44,1.96,2.61,12.07,26.12,0.45,1392.29,9697,9031,8804,9120,13737,16614,12235,8647,5075,249,249,245,7,Fm_SB_F,PP4esbf
