X,Y,GT,K,TH,U,U_K,TH_K,U_TH,MDT,B01,B02,B03,B04,B05,B06,B07,R,G,B,TARGET,UNID,COD
638476.1800000003,7975239.57,0.06394,2.19,14.33,5.12,2.56,9.01,0.28,1406.2,9983,9436,9631,10265,13763,14819,12013,178,116,178,4,Fm_SJC,PP4esjc
638538.68,7975239.57,0.065684,2.08,14.77,5.0,2.95,10.24,0.26,1405.58,9616,8993,8873,9806,13484,15657,12432,72,133,129,4,Fm_SJC,PP4esjc
638601.1800000003,7975239.57,0.042376,1.72,14.32,4.64,3.47,11.53,0.25,1403.91,9520,8878,8532,9160,13583,15344,11671,66,138,89,4,Fm_SJC,PP4esjc
638663.6800000003,7975239.57,0.033691000000000006,1.24,12.92,4.1,4.08,12.76,0.27,1402.33,9730,9173,8676,9146,12373,14411,11391,72,129,76,4,Fm_SJC,PP4esjc
638226.1800000003,7975177.07,0.05780900000000001,2.29,8.64,6.09,2.03,5.1,0.43,1401.8,9614,8956,8361,8507,11930,14083,10883,92,117,93,4,Fm_SJC,PP4esjc
638288.6800000003,7975177.07,0.017827000000000003,2.13,9.52,5.67,1.97,5.66,0.39,1403.81,10451,9993,10234,12458,15493,17713,16098,119,121,129,4,Fm_SJC,PP4esjc
638351.1800000003,7975177.07,0.00562,2.16,10.94,5.29,2.06,6.5,0.35,1405.63,10550,10119,10436,11656,14699,17120,14503,119,108,110,4,Fm_SJC,PP4esjc
638413.6800000003,7975177.07,0.020383,2.32,12.49,5.0,2.27,7.54,0.32,1407.17,10766,10299,11047,12527,15224,16727,14577,246,195,234,4,Fm_SJC,PP4esjc
638476.1800000003,7975177.07,0.037837,2.45,13.7,4.77,2.59,8.71,0.29,1407.75,9719,9094,8865,9663,12349,13533,11415,226,150,220,4,Fm_SJC,PP4esjc
638538.68,7975177.07,0.043671,2.16,13.75,4.6,3.04,9.98,0.27,1406.87,9559,8914,8979,9744,13885,15313,12246,85,183,139,4,Fm_SJC,PP4esjc
638601.1800000003,7975177.07,0.044011,1.67,12.95,4.28,3.62,11.3,0.27,1405.05,10004,9426,9811,11594,14396,16494,14328,69,186,110,4,Fm_SJC,PP4esjc
638226.1800000003,7975114.570000001,0.027402,2.83,9.58,5.8,1.92,4.93,0.43,1402.4000000000005,9649,9016,8733,9096,12237,13190,10489,96,78,89,4,Fm_SJC,PP4esjc
638288.6800000003,7975114.570000001,0.028087,2.61,10.13,5.43,1.89,5.46,0.39,1404.61,9581,8918,8743,9101,13680,14132,11105,112,86,97,4,Fm_SJC,PP4esjc
638351.1800000003,7975114.570000001,0.026015,2.5,11.08,5.04,2.01,6.28,0.36,1406.54,9945,9408,9222,9818,13510,15218,12387,142,116,114,4,Fm_SJC,PP4esjc
638413.6800000003,7975114.570000001,0.024229,2.47,12.2,4.75,2.27,7.3,0.33,1407.95,10572,10157,10039,11250,14451,16552,13931,238,165,210,4,Fm_SJC,PP4esjc
638476.1800000003,7975114.570000001,0.02568,2.42,13.05,4.55,2.64,8.48,0.3,1408.27,9438,8718,8289,8546,12157,13220,10517,228,161,217,4,Fm_SJC,PP4esjc
638538.68,7975114.570000001,0.033414,2.07,12.88,4.34,3.15,9.75,0.29,1407.1500000000005,9650,9012,9184,10343,14326,13638,11644,99,100,117,4,Fm_SJC,PP4esjc
638601.1800000003,7975114.570000001,0.039301,1.54,11.95,4.07,3.77,11.08,0.29,1405.35,9785,9214,9381,11471,14642,14762,13110,92,125,110,4,Fm_SJC,PP4esjc
638288.6800000003,7975052.07,0.049844,2.91,10.62,5.01,1.83,5.36,0.39,1403.73,9466,8804,8548,8896,13131,14003,10963,119,78,110,4,Fm_SJC,PP4esjc
638226.1800000003,7975052.07,0.054694000000000007,3.18,10.38,5.37,1.83,4.85,0.42,1401.21,9672,9036,8701,9050,11937,13026,10354,99,62,97,4,Fm_SJC,PP4esjc
638351.1800000003,7975052.07,0.042553,2.68,11.14,4.63,2.0,6.15,0.36,1405.93,9617,8964,8632,8983,12669,13931,11079,92,58,51,4,Fm_SJC,PP4esjc
638413.6800000003,7975052.07,0.036403,2.5,11.88,4.38,2.29,7.16,0.33,1407.53,9726,9139,8941,9463,12548,15156,12314,135,78,89,4,Fm_SJC,PP4esjc
638476.1800000003,7975052.07,0.032767000000000004,2.33,12.53,4.31,2.7,8.31,0.31,1407.54,9668,9005,8746,9289,12029,13816,11433,163,61,117,4,Fm_SJC,PP4esjc
638538.68,7975052.07,0.029498000000000007,1.92,12.11,4.12,3.24,9.56,0.3,1406.49,9154,8312,7965,8021,14665,11781,9112,116,86,106,4,Fm_SJC,PP4esjc
638351.1800000003,7974989.57,0.065564,2.66,10.87,4.14,2.0,6.1,0.36,1403.59,9653,8990,8614,8920,12259,13645,10782,99,55,76,4,Fm_SJC,PP4esjc
638601.1800000003,7975052.07,0.030358,1.39,11.15,3.93,3.88,10.85,0.31,1404.95,9688,9058,9540,11343,14407,14392,12809,92,121,89,4,Fm_SJC,PP4esjc
638226.1800000003,7974989.57,0.079398,3.18,10.72,4.95,1.76,4.85,0.41,1397.97,9495,8782,8382,8608,11707,12499,9869,40,52,60,4,Fm_SJC,PP4esjc
638288.6800000003,7974989.57,0.075053,2.94,10.72,4.57,1.81,5.34,0.39,1400.97,9519,8855,8652,9019,12969,13734,10833,102,62,85,4,Fm_SJC,PP4esjc
638413.6800000003,7974989.57,0.052887,2.37,11.19,3.84,2.33,7.07,0.34,1405.47,9799,9171,8937,9412,13153,15178,12109,135,86,125,4,Fm_SJC,PP4esjc
638476.1800000003,7974989.57,0.038403,2.11,11.49,3.82,2.77,8.18,0.32,1405.64,9631,8967,8727,9335,12291,14372,11847,169,66,139,4,Fm_SJC,PP4esjc
638538.68,7974989.57,0.034133,1.73,11.17,3.82,3.32,9.37,0.32,1404.93,9350,8633,8429,8901,12780,12957,10395,186,82,183,4,Fm_SJC,PP4esjc
638601.1800000003,7974989.57,0.034952,1.26,10.33,3.81,3.97,10.59,0.32,1403.94,9413,8750,8562,9182,13201,12969,10504,96,95,64,4,Fm_SJC,PP4esjc
638288.6800000003,7974927.070000001,0.063913,2.78,10.58,4.35,1.81,5.41,0.38,1396.54,9544,8847,8562,8945,12572,13901,10805,43,52,47,4,Fm_SJC,PP4esjc
638351.1800000003,7974927.070000001,0.06191,2.51,10.41,3.82,2.04,6.13,0.36,1399.44,9485,8769,8388,8573,11771,12830,10098,85,82,81,4,Fm_SJC,PP4esjc
638413.6800000003,7974927.070000001,0.064286,2.18,10.49,3.4,2.38,7.05,0.34,1401.71,9803,9187,8962,9436,13670,16063,12389,82,44,51,4,Fm_SJC,PP4esjc
638476.1800000003,7974927.070000001,0.0592,1.93,10.67,3.46,2.83,8.07,0.33,1402.31,9751,9144,8864,9375,12868,14588,11570,132,61,97,4,Fm_SJC,PP4esjc
638538.68,7974927.070000001,0.044006,1.59,10.53,3.58,3.39,9.19,0.33,1402.36,9405,8685,8383,8756,12823,13396,10558,173,86,150,4,Fm_SJC,PP4esjc
638601.1800000003,7974927.070000001,0.043437,1.18,9.88,3.7,4.03,10.33,0.33,1402.18,9429,8721,8474,9011,12929,13400,10635,109,90,97,4,Fm_SJC,PP4esjc
638288.6800000003,7974864.570000001,0.061344,2.54,10.49,4.49,1.84,5.55,0.38,1390.69,9409,8710,8469,8710,13237,13563,10374,66,105,85,4,Fm_SJC,PP4esjc
638351.1800000003,7974864.570000001,0.054852,2.35,10.01,3.89,2.09,6.21,0.36,1393.59,9641,8989,8529,8779,11817,13065,10389,69,108,89,4,Fm_SJC,PP4esjc
638413.6800000003,7974864.570000001,0.058655999999999986,2.11,10.08,3.52,2.44,7.04,0.35,1396.0,9610,8934,8629,8878,12524,13635,10586,43,62,64,4,Fm_SJC,PP4esjc
638476.1800000003,7974864.570000001,0.059899,1.85,10.34,3.45,2.89,8.0,0.34,1397.64,9569,8904,8576,8869,12279,13123,10123,163,189,178,4,Fm_SJC,PP4esjc
638538.68,7974864.570000001,0.053373,1.54,10.44,3.49,3.45,9.06,0.33,1398.85,9238,8525,8234,8425,13436,12998,9929,102,104,106,4,Fm_SJC,PP4esjc
638601.1800000003,7974864.570000001,0.046376,1.16,10.15,3.51,4.11,10.17,0.34,1399.79,9393,8681,8446,8752,13253,13708,10740,112,90,106,4,Fm_SJC,PP4esjc
638413.6800000003,7974802.07,0.066062,2.05,10.06,3.91,2.5,7.09,0.35,1389.85,9595,8902,8697,8935,12639,13727,10721,40,41,44,4,Fm_SJC,PP4esjc
638538.68,7974802.07,0.069587,1.55,10.75,3.6,3.52,9.02,0.34,1394.92,9207,8445,8071,7665,14864,12100,8870,66,111,110,4,Fm_SJC,PP4esjc
638601.1800000003,7974802.07,0.067069,1.19,10.73,3.46,4.21,10.11,0.35,1396.87,9331,8618,8474,8910,13059,14527,11242,69,125,81,4,Fm_SJC,PP4esjc
638538.68,7974739.57,0.093534,1.6,11.16,3.92,3.61,9.06,0.34,1391.02,9269,8534,8292,8593,13631,13205,10134,69,90,117,4,Fm_SJC,PP4esjc
638601.1800000003,7974739.57,0.100528,1.29,11.07,3.66,4.34,10.19,0.36,1393.66,9164,8382,7902,7528,13701,12074,8921,40,138,51,4,Fm_SJC,PP4esjc
638601.1800000003,7974677.070000001,0.136926,1.39,11.29,3.97,4.48,10.31,0.37,1390.28,8984,8119,7654,6846,15306,9866,7213,56,138,72,4,Fm_SJC,PP4esjc
637601.1800000003,7974239.57,0.018906,2.03,9.46,4.15,4.42,7.04,0.58,1392.64,9491,8822,8450,8865,12928,15383,11458,129,85,111,4,Fm_SJC,PP4esjc
637538.68,7974177.07,0.022681,1.33,9.5,4.09,5.24,7.65,0.64,1394.27,9454,8791,8432,8809,12988,15627,11590,178,89,118,4,Fm_SJC,PP4esjc
637601.1800000003,7974177.07,0.014604,1.8,11.11,4.0,4.46,7.6,0.54,1396.41,9506,8799,8415,8797,12981,15640,11554,112,80,98,4,Fm_SJC,PP4esjc
637538.68,7974114.570000001,0.041854,1.23,12.27,4.15,5.41,8.42,0.6,1397.82,9838,9329,9287,9973,14752,18951,14835,141,93,118,4,Fm_SJC,PP4esjc
637601.1800000003,7974114.570000001,0.036909,1.68,14.5,4.12,4.51,8.21,0.5,1400.06,9715,9140,9049,9661,14285,17028,13044,96,60,73,4,Fm_SJC,PP4esjc
637663.6800000003,7974114.570000001,0.025554,2.19,17.32,4.11,3.65,7.91,0.42,1402.75,9307,8584,8063,8018,11686,12927,9765,85,60,69,4,Fm_SJC,PP4esjc
637538.68,7974052.07,0.06184700000000001,1.18,15.08,4.32,5.6,9.3,0.56,1400.3,9711,9152,9048,9476,14367,18124,14235,178,150,167,4,Fm_SJC,PP4esjc
637601.1800000003,7974052.07,0.056763,1.63,17.73,4.32,4.56,8.890000000000002,0.46,1402.92,9882,9452,9657,10250,15760,17893,13729,169,146,151,4,Fm_SJC,PP4esjc
637663.6800000003,7974052.07,0.039422000000000006,2.17,20.09,4.24,3.6,8.34,0.39,1406.04,9507,8806,8531,8765,12433,13474,10605,99,85,82,4,Fm_SJC,PP4esjc
637538.68,7973989.57,0.07686,1.2,17.18,4.52,5.79,10.23,0.52,1401.85,9929,9474,9340,10097,14893,18621,14447,183,158,169,4,Fm_SJC,PP4esjc
637601.1800000003,7973989.57,0.081012,1.72,19.65,4.5,4.61,9.5,0.43,1404.8,9924,9513,9647,10418,15260,18209,13532,163,161,167,4,Fm_SJC,PP4esjc
637538.68,7973927.070000001,0.058221,1.27,18.25,4.7,5.97,11.17,0.48,1402.44,9683,9124,9033,9545,14983,17353,13205,157,161,162,4,Fm_SJC,PP4esjc
637601.1800000003,7973927.070000001,0.069614,1.86,20.2,4.65,4.66,10.12,0.4,1405.6,9831,9313,9276,9847,14368,16936,12780,163,164,169,4,Fm_SJC,PP4esjc
637538.68,7973864.570000001,0.013619,1.41,16.9,4.67,6.19,11.98,0.46,1401.77,9790,9270,9410,10044,15250,17509,13370,129,171,148,4,Fm_SJC,PP4esjc
637601.1800000003,7973864.570000001,0.018762,2.06,19.0,4.72,4.72,10.62,0.39,1405.47,9729,9106,8887,9232,12365,13600,10985,126,141,134,4,Fm_SJC,PP4esjc
637538.68,7973802.069999997,0.023183,1.54,14.84,4.67,6.33,12.61,0.44,1400.52,9746,9171,9100,9583,14000,15214,11825,116,171,134,4,Fm_SJC,PP4esjc
637601.1800000003,7973802.069999997,0.012405,2.25,17.08,4.82,4.73,10.93,0.37,1404.6500000000005,9650,8959,8544,8697,11449,12632,10014,132,154,133,4,Fm_SJC,PP4esjc
637663.6800000003,7973802.069999997,0.007968000000000001,2.86,18.3,4.82,3.4,9.39,0.32,1409.89,9643,8980,8454,8604,12248,14432,11057,109,80,90,4,Fm_SJC,PP4esjc
637601.1800000003,7973739.569999997,0.040791,2.38,15.19,4.96,4.65,10.95,0.36,1403.12,9554,8858,8332,8293,11836,12584,9755,96,60,77,4,Fm_SJC,PP4esjc
637663.6800000003,7973739.569999997,0.031076,3.04,16.64,5.03,3.3,9.34,0.32,1407.99,9520,8833,8327,8445,12122,14382,10815,71,56,73,4,Fm_SJC,PP4esjc
637601.1800000003,7973677.07,0.041728,2.38,13.86,5.03,4.44,10.7,0.36,1401.61,10238,9869,10037,10891,15166,16955,13184,129,175,167,4,Fm_SJC,PP4esjc
637663.6800000003,7973677.07,0.041908,3.06,15.51,5.16,3.09,9.03,0.31,1405.71,10172,9737,9790,10354,14307,16976,12886,51,29,45,4,Fm_SJC,PP4esjc
637726.1800000003,7973677.07,0.035851999999999995,3.44,15.86,5.19,2.2,7.96,0.28,1408.88,10319,9774,9737,10457,14363,17674,13648,96,63,90,4,Fm_SJC,PP4esjc
637726.1800000003,7973614.57,0.036141,2.85,15.35,4.99,2.11,7.8,0.29,1406.12,9485,8835,8494,8936,13232,15892,11372,178,202,217,4,Fm_SJC,PP4esjc
637601.1800000003,7973614.57,0.035204,2.2,13.38,4.91,4.14,10.22,0.36,1400.29,10028,9547,9778,10454,15616,17912,13370,102,178,156,4,Fm_SJC,PP4esjc
637663.6800000003,7973614.57,0.035925,2.71,15.11,5.02,2.86,8.63,0.32,1403.44,10026,9562,9877,10540,15789,17249,12904,153,137,179,4,Fm_SJC,PP4esjc
637663.6800000003,7973552.069999997,0.032994,2.25,15.16,4.76,2.58,8.12,0.32,1402.03,9161,8373,7809,7498,12747,10932,8280,129,196,167,4,Fm_SJC,PP4esjc
637726.1800000003,7973552.069999997,0.035265,2.23,15.14,4.7,1.98,7.53,0.29,1404.49,9178,8413,8131,7629,15355,11955,8597,112,141,122,4,Fm_SJC,PP4esjc
637663.6800000003,7973489.569999997,0.030462,1.68,14.6,4.42,2.39,7.81,0.32,1402.1500000000005,9255,8490,8203,8028,14797,13112,9417,53,168,65,4,Fm_SJC,PP4esjc
637726.1800000003,7973489.569999997,0.033953,1.67,14.71,4.38,1.86,7.3,0.3,1404.45,9023,8173,7696,6810,16071,10034,7204,36,120,14,4,Fm_SJC,PP4esjc
637788.6800000003,7973489.569999997,0.039204,1.42,13.91,4.28,1.71,7.25,0.29,1405.9000000000005,9023,8169,7756,6949,16250,10594,7587,27,182,29,4,Fm_SJC,PP4esjc
637663.6800000003,7973427.07,0.02582,1.26,14.15,4.18,2.18,7.43,0.33,1403.61,9992,9606,9901,10946,15635,19072,14221,153,189,167,4,Fm_SJC,PP4esjc
637726.1800000003,7973427.07,0.026731,1.3,14.38,4.14,1.75,7.05,0.31,1405.93,9909,9510,9434,10362,15366,17741,13219,71,186,82,4,Fm_SJC,PP4esjc
637788.6800000003,7973427.07,0.031465,1.14,13.73,4.07,1.63,7.03,0.3,1407.33,9504,8826,8769,9017,14170,16280,11935,40,191,72,4,Fm_SJC,PP4esjc
637663.6800000003,7973364.57,0.02575,1.11,13.82,4.14,1.99,7.08,0.33,1406.45,10110,9641,9877,10767,14909,18153,13807,219,242,240,4,Fm_SJC,PP4esjc
637726.1800000003,7973364.57,0.023198,1.21,14.42,4.04,1.64,6.8,0.31,1408.81,10080,9751,10081,11215,15833,18439,14069,220,244,238,4,Fm_SJC,PP4esjc
637788.6800000003,7973364.57,0.022659,1.16,13.97,3.95,1.52,6.71,0.3,1410.14,10170,9763,10135,11142,15312,17660,13940,215,240,217,4,Fm_SJC,PP4esjc
637663.6800000003,7973302.069999997,0.02628,1.26,14.15,4.21,1.83,6.75,0.33,1410.35,9660,9013,8729,8949,13276,15035,11136,206,240,237,4,Fm_SJC,PP4esjc
637726.1800000003,7973302.069999997,0.026971,1.39,15.17,4.06,1.53,6.52,0.31,1412.67,10048,9703,9826,10929,15506,18338,13834,199,234,231,4,Fm_SJC,PP4esjc
637663.6800000003,7973239.57,0.032129000000000005,1.59,15.43,4.3,1.67,6.4,0.33,1414.8,9734,9121,8751,9232,13243,16309,11978,56,72,45,4,Fm_SJC,PP4esjc
637726.1800000003,7973239.57,0.037583,1.77,16.87,4.17,1.41,6.21,0.31,1416.98,10133,9570,9823,10543,14150,16937,13293,112,141,151,4,Fm_SJC,PP4esjc
637663.6800000003,7973177.07,0.016656,2.04,17.48,4.44,1.52,6.05,0.33,1419.0,9760,9160,9031,9697,13979,17665,12879,71,89,90,4,Fm_SJC,PP4esjc
637726.1800000003,7973177.07,0.025335,2.28,19.21,4.31,1.29,5.89,0.31,1421.14,10083,9470,9605,10243,13578,17484,13585,153,189,184,4,Fm_SJC,PP4esjc
637663.6800000003,7973114.570000001,0.024625,2.53,19.94,4.66,1.41,5.76,0.33,1422.54,10954,10635,11350,12457,16048,20194,15859,119,171,140,4,Fm_SJC,PP4esjc
637726.1800000003,7973114.570000001,0.026512,2.85,21.52,4.41,1.22,5.6,0.32,1424.64,9814,9230,8914,9347,12918,16822,12754,163,218,192,4,Fm_SJC,PP4esjc
637663.6800000003,7973052.07,0.011512,3.01,22.42,5.09,1.34,5.55,0.33,1425.3,10077,9510,9151,9819,13458,17846,13545,132,168,133,4,Fm_SJC,PP4esjc
637726.1800000003,7973052.07,0.020884,3.4,23.73,4.63,1.18,5.39,0.32,1427.48,10009,9441,9313,9862,13774,17689,13267,248,249,251,4,Fm_SJC,PP4esjc
637663.6800000003,7972989.57,0.012568,3.37,24.05,5.95,1.3,5.4,0.33,1426.4000000000005,9886,9279,9038,9492,12992,16603,12526,172,189,172,4,Fm_SJC,PP4esjc
637726.1800000003,7972989.57,0.023305000000000003,3.68,24.0,5.51,1.18,5.19,0.33,1428.45,9990,9430,9135,9611,13430,17540,13276,210,168,172,4,Fm_SJC,PP4esjc
637663.6800000003,7972927.070000001,0.014529,3.59,25.27,6.83,1.29,5.34,0.33,1426.07,9845,9285,8988,9505,13163,16430,12243,102,161,122,4,Fm_SJC,PP4esjc
637726.1800000003,7972927.070000001,0.024763,3.78,23.88,6.32,1.21,5.09,0.33,1427.93,10472,9968,9957,10444,14682,19139,14616,163,171,188,4,Fm_SJC,PP4esjc
637663.6800000003,7972864.570000001,0.016618,3.43,24.78,7.31,1.33,5.27,0.33,1424.04,9642,9041,8692,9129,12552,16036,11867,99,141,133,4,Fm_SJC,PP4esjc
637726.1800000003,7972864.570000001,0.035599,3.61,23.02,6.75,1.28,5.05,0.34,1426.09,9831,9221,8760,8910,12450,15438,11966,153,164,167,4,Fm_SJC,PP4esjc
637663.6800000003,7972802.07,0.024398,3.14,23.67,7.51,1.42,5.27,0.34,1420.64,9525,8895,8535,8915,13072,15934,11511,116,137,133,4,Fm_SJC,PP4esjc
637726.1800000003,7972802.07,0.03876,3.3,21.68,6.82,1.39,5.07,0.35,1423.2600000000002,9665,8969,8558,8723,12061,15452,11765,129,161,151,4,Fm_SJC,PP4esjc
637663.6800000003,7972739.57,0.035029000000000005,2.78,21.62,7.4,1.53,5.31,0.35,1416.82,9508,8834,8460,8739,12760,15570,11264,102,161,133,4,Fm_SJC,PP4esjc
637726.1800000003,7972739.57,0.056182,2.92,19.8,6.65,1.52,5.15,0.35,1419.91,9468,8759,8278,8338,12017,14884,11150,78,109,72,4,Fm_SJC,PP4esjc
637663.6800000003,7972677.070000001,0.033331,2.42,19.39,7.2,1.66,5.4,0.36,1412.75,9614,8933,8468,8584,13070,15290,11166,88,161,98,4,Fm_SJC,PP4esjc
637726.1800000003,7972677.070000001,0.050776,2.51,17.69,6.37,1.67,5.28,0.36,1416.28,9693,9042,8467,8542,12314,15016,11355,96,109,81,4,Fm_SJC,PP4esjc
637601.1800000003,7972614.570000001,0.008584999999999999,2.04,17.45,7.71,1.83,5.46,0.38,1405.71,9415,8727,8291,8470,12732,15145,10872,84,225,133,4,Fm_SJC,PP4esjc
637663.6800000003,7972614.570000001,0.018218,2.09,17.29,7.03,1.8,5.5,0.36,1409.09,9483,8771,8360,8605,12556,15525,11285,27,186,39,4,Fm_SJC,PP4esjc
637726.1800000003,7972614.570000001,0.033586000000000005,2.1,15.85,6.14,1.84,5.47,0.37,1412.71,9647,8980,8511,8660,12196,15906,11923,144,146,151,4,Fm_SJC,PP4esjc
637601.1800000003,7972552.069999997,0.020848,1.88,15.91,7.58,1.95,5.55,0.38,1402.02,9366,8618,8243,8310,13662,14705,10472,40,208,73,4,Fm_SJC,PP4esjc
637663.6800000003,7972552.069999997,0.016266,1.84,15.73,6.78,1.95,5.68,0.37,1405.56,9679,9025,8484,8768,12539,16107,11851,77,146,98,4,Fm_SJC,PP4esjc
637726.1800000003,7972552.069999997,0.026918,1.76,14.56,5.89,2.01,5.74,0.37,1409.29,9680,8996,8453,8611,12398,15407,11625,120,109,111,4,Fm_SJC,PP4esjc
637601.1800000003,7972489.569999997,0.019318,1.81,14.75,7.02,2.06,5.67,0.39,1398.71,9453,8744,8207,8343,12131,14960,10916,25,189,32,4,Fm_SJC,PP4esjc
637663.6800000003,7972489.569999997,0.016759,1.69,14.86,6.35,2.08,5.91,0.38,1402.11,9557,8852,8369,8541,11904,15805,11819,66,191,90,4,Fm_SJC,PP4esjc
637726.1800000003,7972489.569999997,0.022087,1.56,14.17,5.62,2.16,6.07,0.37,1405.7,9590,8876,8367,8300,12059,14323,10921,126,166,148,4,Fm_SJC,PP4esjc
637538.68,7972427.07,0.010931,2.01,13.06,6.57,2.12,5.39,0.42,1394.12,9092,8262,7758,7268,15357,11312,8139,27,189,39,4,Fm_SJC,PP4esjc
637601.1800000003,7972427.07,0.011773,1.83,14.17,6.29,2.14,5.84,0.39,1395.99,9465,8761,8254,8303,11783,14900,11062,21,208,32,4,Fm_SJC,PP4esjc
637663.6800000003,7972427.07,0.011977,1.64,14.6,5.79,2.19,6.2,0.37,1399.03,9471,8731,8214,8235,11853,14878,10997,116,85,98,4,Fm_SJC,PP4esjc
637726.1800000003,7972427.07,0.014044999999999998,1.46,14.28,5.26,2.29,6.46,0.37,1402.2,9609,8880,8506,8433,12234,14709,11194,163,115,151,4,Fm_SJC,PP4esjc
637538.68,7972364.57,0.023022,2.2,13.11,5.75,2.15,5.5,0.42,1391.55,9190,8443,7944,7563,14706,12276,8833,28,142,21,4,Fm_SJC,PP4esjc
637601.1800000003,7972364.57,0.014297,1.94,14.34,5.55,2.2,6.06,0.39,1393.16,9533,8793,8285,8476,11800,15887,11639,27,164,32,4,Fm_SJC,PP4esjc
637663.6800000003,7972364.57,0.009625,1.67,14.84,5.2,2.27,6.52,0.37,1396.0100000000002,9599,8875,8352,8510,11941,15883,11676,153,98,133,4,Fm_SJC,PP4esjc
637538.68,7972302.069999997,0.043638,2.42,13.76,5.09,2.16,5.66,0.41,1388.5100000000002,9422,8719,8320,8281,13730,14591,10554,53,216,98,4,Fm_SJC,PP4esjc
637601.1800000003,7972302.069999997,0.021485,2.08,15.28,4.94,2.23,6.32,0.38,1390.08,9477,8802,8439,8764,12165,16096,11877,48,189,65,4,Fm_SJC,PP4esjc
637663.6800000003,7972302.069999997,0.008879999999999999,1.76,15.83,4.67,2.32,6.86,0.36,1392.79,9577,8853,8425,8643,11971,16317,12004,153,98,126,4,Fm_SJC,PP4esjc
637538.68,7972239.57,0.043322,2.54,14.84,4.73,2.15,5.88,0.4,1384.92,9922,9333,9130,9500,13086,15815,12131,30,150,25,4,Fm_SJC,PP4esjc
637601.1800000003,7972239.57,0.02198,2.24,16.95,4.58,2.23,6.61,0.37,1386.43,10517,10008,10384,11064,14909,18654,14217,53,175,90,4,Fm_SJC,PP4esjc
637538.68,7972177.07,0.05249,2.66,16.21,4.63,2.14,6.12,0.38,1380.69,9628,8950,8539,8840,12379,15848,11706,42,111,45,4,Fm_SJC,PP4esjc
637601.1800000003,7972177.07,0.0242,2.39,18.86,4.52,2.22,6.89,0.35,1382.0100000000002,9828,9219,9114,9423,13639,16765,12318,116,125,126,4,Fm_SJC,PP4esjc
637538.68,7972114.570000001,0.040613,2.78,17.68,4.75,2.11,6.38,0.36,1375.77,9609,8943,8481,8758,12093,15982,11814,71,125,98,4,Fm_SJC,PP4esjc
637601.1800000003,7972114.570000001,0.023342,2.47,20.14,4.79,2.2,7.16,0.33,1376.96,10271,9660,9535,10020,14093,17228,12816,125,137,140,4,Fm_SJC,PP4esjc
637663.6800000003,7972114.570000001,0.013947,2.21,20.96,4.59,2.33,7.78,0.31,1379.29,9490,8755,8219,8350,11646,15529,11482,92,168,115,4,Fm_SJC,PP4esjc
637538.68,7972052.07,0.026708,2.84,19.06,4.91,2.09,6.63,0.34,1369.82,10737,10211,10391,11367,14507,17000,13874,42,129,73,4,Fm_SJC,PP4esjc
637601.1800000003,7972052.07,0.023112,2.44,21.2,4.9,2.17,7.36,0.31,1371.02,10942,10629,10609,11188,14610,19191,14580,92,103,98,4,Fm_SJC,PP4esjc
637663.6800000003,7972052.07,0.009504,2.22,21.56,4.82,2.31,7.98,0.29,1373.27,10335,9731,10050,11181,14429,18515,14556,147,168,156,4,Fm_SJC,PP4esjc
637538.68,7971989.57,0.019593,2.93,20.11,5.23,2.06,6.87,0.32,1363.12,9712,9011,8888,9223,12504,14649,11080,68,198,118,4,Fm_SJC,PP4esjc
637601.1800000003,7971989.57,0.016912,2.58,21.74,5.15,2.16,7.55,0.3,1364.09,10429,9865,9825,10394,14101,18523,13529,102,141,151,4,Fm_SJC,PP4esjc
637663.6800000003,7971989.57,0.011706,2.33,22.11,4.99,2.29,8.17,0.28,1366.46,9683,8979,8766,9136,12650,16852,12144,144,137,151,4,Fm_SJC,PP4esjc
637726.1800000003,7971989.57,0.011887,2.09,21.21,4.88,2.46,8.69,0.27,1370.16,10478,9951,9612,9790,13574,17473,13293,164,118,162,4,Fm_SJC,PP4esjc
637601.1800000003,7971927.070000001,0.013007,2.7,22.15,5.42,2.14,7.71,0.28,1356.66,9785,9179,8927,9328,13190,16519,12105,77,98,98,4,Fm_SJC,PP4esjc
637663.6800000003,7971927.070000001,0.012038,2.45,22.71,5.11,2.27,8.33,0.27,1359.08,10063,9473,9189,9722,13150,17113,12838,190,184,198,4,Fm_SJC,PP4esjc
637726.1800000003,7971927.070000001,0.011099,2.2,22.38,4.79,2.44,8.869999999999997,0.26,1362.7600000000002,10118,9523,8908,9099,12905,16081,12181,164,148,179,4,Fm_SJC,PP4esjc
637601.1800000003,7971864.570000001,0.009338,2.81,22.12,5.61,2.13,7.85,0.27,1348.96,9664,8945,8549,8726,12852,15262,11165,27,29,21,4,Fm_SJC,PP4esjc
637663.6800000003,7971864.570000001,0.0095,2.57,23.03,5.26,2.26,8.44,0.26,1351.35,9920,9277,8854,9171,12502,16297,12301,148,166,192,4,Fm_SJC,PP4esjc
637726.1800000003,7971864.570000001,0.009352,2.32,23.43,4.8,2.43,8.98,0.25,1354.61,9773,9109,9138,9461,13143,16795,12541,197,191,211,4,Fm_SJC,PP4esjc
637788.6800000003,7971864.570000001,0.009252,2.06,22.91,4.28,2.62,9.43,0.25,1358.17,9511,8770,8284,8513,12160,15508,11312,197,194,221,4,Fm_SJC,PP4esjc
