X,Y,GT,K,TH,U,U_K,TH_K,U_TH,MDT,B01,B02,B03,B04,B05,B06,B07,R,G,B,TARGET,UNID,COD
637476.1800000003,7982364.58,0.011369,0.98,5.11,2.17,2.64,5.88,0.43,1382.64,9654,8963,8540,8616,13083,16142,11884,142,192,141,5,Fm_SB,PP4esb
637538.68,7982364.58,0.010134,0.86,4.83,1.94,2.66,5.66,0.45,1378.77,10004,9315,9124,9309,13434,17596,13348,139,88,148,5,Fm_SB,PP4esb
637601.1800000003,7982364.58,0.008520999999999999,0.71,4.35,1.73,2.74,5.53,0.49,1375.92,10406,9930,9655,10296,14220,20818,16645,178,97,148,5,Fm_SB,PP4esb
637351.1800000003,7982302.08,0.018772,0.67,4.03,2.4,2.92,6.99,0.4,1391.32,9655,9030,8588,9091,13157,17092,12385,112,92,69,5,Fm_SB,PP4esb
637413.6800000003,7982302.08,0.020984,0.77,3.74,2.25,2.77,6.33,0.42,1386.6,9618,8955,8471,8832,12419,16799,12221,219,192,177,5,Fm_SB,PP4esb
637476.1800000003,7982302.08,0.018078,0.82,3.98,2.03,2.7,5.97,0.44,1382.08,9942,9298,8763,8937,13434,16317,12073,208,212,200,5,Fm_SB,PP4esb
637538.68,7982302.08,0.012209,0.79,4.06,1.81,2.7,5.76,0.46,1378.2,10264,9671,9530,9999,13994,18566,14030,132,124,148,5,Fm_SB,PP4esb
637601.1800000003,7982302.08,0.010478,0.7,3.93,1.6,2.74,5.61,0.49,1375.66,10322,9713,9380,9778,13760,19001,15166,154,97,130,5,Fm_SB,PP4esb
637351.1800000003,7982239.58,0.02564,0.57,4.01,2.15,3.05,7.2,0.41,1391.09,9673,9025,8601,9023,12837,16613,12370,206,197,190,5,Fm_SB,PP4esb
637413.6800000003,7982239.58,0.029363,0.67,3.58,1.98,2.89,6.56,0.43,1386.39,9499,8818,8307,8500,12891,15716,11403,178,149,137,5,Fm_SB,PP4esb
637476.1800000003,7982239.58,0.020377000000000003,0.75,3.58,1.84,2.79,6.17,0.44,1381.91,10273,9679,9194,9618,13740,17861,13638,204,197,200,5,Fm_SB,PP4esb
637538.68,7982239.58,0.014322,0.78,3.63,1.7,2.74,5.91,0.46,1378.17,10151,9515,9159,9358,13949,15737,12209,195,188,196,5,Fm_SB,PP4esb
637601.1800000003,7982239.58,0.010273,0.74,3.54,1.56,2.75,5.73,0.48,1375.99,10691,10118,9900,10257,13990,19268,15986,240,218,233,5,Fm_SB,PP4esb
637351.1800000003,7982177.080000001,0.026132,0.55,4.27,1.85,3.2,7.45,0.42,1390.66,9344,8583,8097,8028,13164,13587,9882,142,149,130,5,Fm_SB,PP4esb
637413.6800000003,7982177.080000001,0.022003,0.64,3.75,1.73,3.02,6.83,0.43,1386.25,9682,8958,8810,8815,14029,16546,12364,173,160,164,5,Fm_SB,PP4esb
637476.1800000003,7982177.080000001,0.019083000000000003,0.73,3.58,1.68,2.88,6.4,0.44,1382.1,10665,10093,9391,9692,14248,17250,13617,82,59,48,5,Fm_SB,PP4esb
637538.68,7982177.080000001,0.014073,0.79,3.51,1.64,2.79,6.09,0.46,1378.62,10346,9887,9655,10344,13983,15464,12210,148,102,123,5,Fm_SB,PP4esb
637351.1800000003,7982114.58,0.034669,0.56,4.33,1.75,3.38,7.8,0.42,1390.33,9715,9075,8723,8920,13319,16072,12483,57,63,23,5,Fm_SB,PP4esb
637413.6800000003,7982114.58,0.024755000000000003,0.63,3.93,1.61,3.16,7.14,0.44,1386.32,9946,9317,9095,9360,13761,16975,13023,69,97,48,5,Fm_SB,PP4esb
637476.1800000003,7982114.58,0.016963,0.71,3.77,1.62,2.97,6.63,0.45,1382.74,9757,9125,8651,9000,12625,18084,13614,145,140,123,5,Fm_SB,PP4esb
637538.68,7982114.58,0.013263999999999998,0.78,3.62,1.66,2.84,6.24,0.46,1379.97,9672,8977,8572,8680,13102,15443,11665,241,185,235,5,Fm_SB,PP4esb
637351.1800000003,7982052.08,0.033399,0.51,4.52,1.64,3.56,8.31,0.42,1390.6500000000005,10218,9666,9579,10181,14470,18291,13756,183,160,137,5,Fm_SB,PP4esb
637413.6800000003,7982052.08,0.02711,0.59,4.22,1.53,3.29,7.5,0.44,1386.89,9658,8996,8674,8863,13138,16378,12435,151,167,164,5,Fm_SB,PP4esb
637476.1800000003,7982052.08,0.014816,0.69,4.1,1.58,3.05,6.86,0.45,1383.8,9770,9195,8895,9468,13274,18177,13552,247,239,248,5,Fm_SB,PP4esb
637351.1800000003,7981989.580000001,0.025202,0.44,4.77,1.6,3.7,8.71,0.43,1391.3,10940,10506,9917,10426,14986,18155,14152,214,208,188,5,Fm_SB,PP4esb
637413.6800000003,7981989.580000001,0.015998,0.54,4.55,1.48,3.37,7.78,0.44,1387.94,9988,9394,9145,9419,13224,15668,12372,109,145,154,5,Fm_SB,PP4esb
637476.1800000003,7981989.580000001,0.007481999999999998,0.65,4.51,1.49,3.09,7.01,0.45,1385.31,10333,9898,9805,10590,14929,20484,15841,160,153,169,5,Fm_SB,PP4esb
637351.1800000003,7981927.08,0.023022,0.4,4.94,1.67,3.76,8.93,0.43,1392.0,9493,8754,8212,8367,13661,15518,11524,132,114,111,5,Fm_SB,PP4esb
637413.6800000003,7981927.08,0.016737000000000002,0.51,4.81,1.5,3.39,7.88,0.44,1389.09,9796,9055,8954,8988,13372,15162,11897,85,80,73,5,Fm_SB,PP4esb
637476.1800000003,7981927.08,0.011411,0.62,4.87,1.44,3.07,7.04,0.44,1387.0,9781,9177,8866,9269,13023,18002,13475,142,160,164,5,Fm_SB,PP4esb
637538.68,7981927.08,0.011421,0.71,4.88,1.47,2.86,6.43,0.45,1386.11,9880,9264,9087,9543,13716,18119,13778,239,210,208,5,Fm_SB,PP4esb
637351.1800000003,7981864.58,0.022115,0.41,4.99,1.9,3.7,8.890000000000002,0.42,1392.91,9578,8868,8352,8600,13053,16424,12279,154,76,134,5,Fm_SB,PP4esb
637413.6800000003,7981864.58,0.015374,0.51,4.85,1.62,3.31,7.79,0.43,1390.29,9779,9136,8885,8902,13531,15396,11973,85,102,90,5,Fm_SB,PP4esb
637476.1800000003,7981864.58,0.011928,0.61,4.93,1.45,3.0,6.93,0.44,1388.8,9433,8784,8311,8449,13354,14953,11004,173,160,190,5,Fm_SB,PP4esb
637538.68,7981864.58,0.013012,0.69,4.87,1.45,2.84,6.4,0.45,1388.45,9984,9482,9829,10885,14869,19359,15521,195,192,185,5,Fm_SB,PP4esb
637601.1800000003,7981864.58,0.014425,0.72,4.65,1.53,2.81,6.1,0.46,1388.9000000000005,9572,8928,8538,8926,13077,17069,12697,214,202,190,5,Fm_SB,PP4esb
637351.1800000003,7981802.080000001,0.026361,0.45,4.82,2.18,3.53,8.58,0.42,1393.73,9797,9160,8736,8782,12877,15157,11920,166,97,177,5,Fm_SB,PP4esb
637413.6800000003,7981802.080000001,0.021142,0.53,4.57,1.82,3.15,7.5,0.43,1391.61,10448,9843,9410,9676,14132,18100,14216,60,84,69,5,Fm_SB,PP4esb
637476.1800000003,7981802.080000001,0.016535,0.61,4.7,1.52,2.87,6.68,0.44,1390.56,9602,8929,8468,8487,12960,14648,11556,173,197,208,5,Fm_SB,PP4esb
637538.68,7981802.080000001,0.015171,0.67,4.54,1.52,2.79,6.3,0.45,1390.75,10025,9559,9672,10667,17044,18342,14233,99,197,115,5,Fm_SB,PP4esb
637601.1800000003,7981802.080000001,0.017726,0.71,4.42,1.59,2.81,6.11,0.46,1391.46,9820,9222,9076,9873,13542,17353,14280,154,218,169,5,Fm_SB,PP4esb
637351.1800000003,7981739.580000001,0.052987,0.48,4.42,2.39,3.27,8.01,0.42,1394.59,9964,9313,9002,9064,13169,17451,13405,208,80,154,5,Fm_SB,PP4esb
637413.6800000003,7981739.580000001,0.038679000000000005,0.53,3.8,2.09,2.95,7.09,0.43,1393.02,9806,9095,8884,8978,13408,15610,11770,223,177,219,5,Fm_SB,PP4esb
637476.1800000003,7981739.580000001,0.025908,0.6,3.77,1.79,2.79,6.52,0.44,1392.58,10621,10138,9965,10435,14567,17818,13745,243,177,223,5,Fm_SB,PP4esb
637538.68,7981739.580000001,0.018064,0.65,3.78,1.68,2.76,6.25,0.44,1393.11,10256,9707,9511,10215,13972,17903,14573,119,174,127,5,Fm_SB,PP4esb
637601.1800000003,7981739.580000001,0.020571,0.68,3.83,1.72,2.82,6.16,0.45,1394.03,9889,9283,8994,9331,13862,17259,13140,99,224,137,5,Fm_SB,PP4esb
637663.6800000003,7981739.580000001,0.027631,0.67,3.91,1.86,2.96,6.19,0.47,1395.32,9424,8737,8444,8637,13205,14805,10814,109,208,115,5,Fm_SB,PP4esb
637663.6800000003,7981677.080000001,0.024711,0.64,3.28,1.94,3.06,6.41,0.46,1398.05,9839,9171,8893,9174,13391,17664,13310,206,174,177,5,Fm_SB,PP4esb
637413.6800000003,7981677.080000001,0.061292999999999986,0.54,2.98,2.24,2.73,6.6,0.43,1394.38,11949,11736,12077,12963,17176,20634,16470,217,149,185,5,Fm_SB,PP4esb
637476.1800000003,7981677.080000001,0.038507,0.59,2.93,1.94,2.69,6.31,0.43,1394.38,11034,10651,10941,11520,15119,19854,15248,135,72,98,5,Fm_SB,PP4esb
637538.68,7981677.080000001,0.017037,0.63,3.05,1.77,2.74,6.22,0.44,1395.32,9950,9358,9133,9661,13339,17521,13549,206,145,202,5,Fm_SB,PP4esb
637601.1800000003,7981677.080000001,0.015562,0.66,3.2,1.76,2.86,6.26,0.45,1396.54,9771,9158,8678,9118,12794,16842,12756,204,174,185,5,Fm_SB,PP4esb
637476.1800000003,7981614.579999999,0.059702,0.61,2.67,1.85,2.64,6.22,0.43,1395.97,12114,11843,12468,13526,17519,24375,20843,197,114,196,5,Fm_SB,PP4esb
637538.68,7981614.579999999,0.02515,0.64,2.7,1.66,2.77,6.29,0.44,1397.33,10729,10172,10124,10630,14725,19535,15353,157,67,154,5,Fm_SB,PP4esb
637601.1800000003,7981614.579999999,0.0076209999999999984,0.66,2.82,1.59,2.95,6.45,0.45,1399.03,9932,9337,8924,9317,13235,16813,12893,145,88,127,5,Fm_SB,PP4esb
637538.68,7981552.08,0.049469,0.65,2.67,1.48,2.85,6.49,0.43,1399.16,10993,10482,9928,10404,14026,18477,15536,240,114,202,5,Fm_SB,PP4esb
637601.1800000003,7981552.08,0.020199,0.65,2.69,1.33,3.08,6.77,0.44,1401.42,12041,11724,11400,12183,16099,21062,18279,206,102,169,5,Fm_SB,PP4esb
637663.6800000003,7981552.08,0.014488,0.64,2.83,1.35,3.38,7.14,0.45,1403.77,13569,13975,14864,17070,21793,25879,23081,195,160,177,5,Fm_SB,PP4esb
637538.68,7981489.58,0.062635,0.65,2.84,1.37,3.0,6.86,0.43,1400.75,10923,10364,10124,10505,14096,18653,15819,243,164,234,5,Fm_SB,PP4esb
637601.1800000003,7981489.58,0.031225,0.58,2.63,1.19,3.29,7.25,0.44,1403.28,15190,15158,15455,16963,21063,25939,23813,239,160,224,5,Fm_SB,PP4esb
